# Simulation 2 (Up to date)
# 1124 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
182.986,933.479,-15.096,0.007,15.098,0.231,-606.287,0.067,606.287,179.994,4.967,0.231,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.838e6,0,311.777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.21,8.883,905.334,336.682,0.5,0.188
183.486,925.932,-15.092,0.007,15.092,0.018,-608.768,0.066,608.768,179.994,4.959,0.017,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.839e6,0,311.692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.944,8.932,906.178,336.712,0.5,0.188
183.986,918.387,-15.087,0.01,15.087,0.025,-611.25,0.066,611.25,179.994,4.97,0.023,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.841e6,0,311.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.997,8.981,907.021,336.742,0.5,0.188
184.486,910.844,-15.082,0.011,15.082,0.03,-613.739,0.066,613.739,179.994,4.984,0.027,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.842e6,0,311.812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.015,9.03,907.864,336.771,0.5,0.188
184.986,903.305,-15.076,0.013,15.077,0.163,-616.251,0.066,616.251,179.994,5.065,0.162,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.843e6,0,311.908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.236,9.08,908.707,336.801,0.5,0.188
185.486,895.769,-15.068,0.016,15.072,0.327,-618.824,0.065,618.824,179.994,5.228,0.327,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.845e6,0,312.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.571,9.129,909.549,336.831,0.5,0.188
185.986,888.237,-15.063,0.01,15.065,0.224,-621.466,0.065,621.466,179.994,5.34,0.224,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.845e6,0,311.868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.576,9.178,910.391,336.86,0.5,0.188
186.486,880.706,-15.058,0.01,15.059,0.163,-624.157,0.065,624.157,179.994,5.422,0.163,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.846e6,0,311.817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.594,9.226,911.232,336.89,0.5,0.189
186.986,873.179,-15.053,0.01,15.053,0.08,-626.878,0.065,626.878,179.994,5.462,0.079,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.848e6,0,311.785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.547,9.275,912.074,336.92,0.5,0.189
187.486,865.653,-15.048,0.01,15.048,0.022,-629.611,0.064,629.611,179.994,5.472,0.02,28.61,-80.606,9.789,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.849e6,0,311.798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.495,9.324,912.915,336.949,0.5,0.189
187.986,858.131,-15.04,0.015,15.043,0.277,-632.381,0.064,632.381,179.994,5.61,0.277,28.61,-80.606,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.85e6,0,312.067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.899,9.373,913.756,336.979,0.5,0.189
188.486,850.612,-15.036,0.009,15.036,0.094,-635.175,0.064,635.175,179.994,5.563,0.093,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.851e6,0,311.767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.469,9.422,914.596,337.009,0.5,0.189
188.986,843.096,-15.031,0.011,15.031,0.12,-637.941,0.063,637.941,179.994,5.503,0.12,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.852e6,0,311.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.382,9.471,915.436,337.038,0.5,0.189
189.486,835.582,-15.025,0.012,15.026,0.181,-640.67,0.063,640.67,179.994,5.413,0.18,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.854e6,0,311.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.23,9.52,916.276,337.068,0.5,0.189
189.986,828.071,-15.019,0.012,15.02,0.217,-643.35,0.063,643.35,179.994,5.305,0.216,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.855e6,0,311.931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.085,9.569,917.115,337.098,0.5,0.189
190.486,820.563,-15.012,0.013,15.015,0.281,-645.967,0.063,645.967,179.994,5.164,0.281,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.856e6,0,312.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.877,9.618,917.955,337.127,0.5,0.189
190.986,813.06,-15.002,0.019,15.01,0.478,-648.49,0.062,648.49,179.995,4.925,0.478,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.857e6,0,312.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.436,9.666,918.793,337.157,0.5,0.189
191.486,805.56,-14.996,0.013,15.003,0.458,-650.895,0.062,650.895,179.995,4.697,0.458,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.858e6,0,312.225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.228,9.715,919.632,337.186,0.5,0.189
191.986,798.062,-14.995,0.001,14.995,0.036,-653.239,0.062,653.239,179.995,4.678,0.036,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.858e6,0,311.516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.644,9.764,920.47,337.216,0.5,0.189
192.486,790.568,-14.983,0.024,14.995,0.576,-655.65,0.061,655.65,179.995,4.966,0.575,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.861e6,0,312.796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.56,9.813,921.307,337.245,0.5,0.189
192.986,783.076,-14.983,-5.718e-4,14.984,0.114,-658.119,0.061,658.119,179.995,4.909,0.114,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.86e6,0,311.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.794,9.861,922.145,337.275,0.5,0.189
193.486,775.585,-14.98,0.006,14.98,0.033,-660.577,0.061,660.577,179.995,4.925,0.033,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.862e6,0,311.684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.962,9.91,922.982,337.304,0.5,0.189
193.986,768.096,-14.975,0.011,14.976,0.196,-663.064,0.061,663.064,179.995,5.023,0.196,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.864e6,0,311.903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.228,9.959,923.819,337.334,0.5,0.19
194.486,760.61,-14.97,0.009,14.97,0.072,-665.585,0.06,665.585,179.995,5.059,0.071,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.865e6,0,311.786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.135,10.007,924.655,337.363,0.5,0.19
194.986,753.127,-14.962,0.017,14.966,0.359,-668.159,0.06,668.159,179.995,5.238,0.358,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.866e6,0,312.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.609,10.056,925.492,337.393,0.5,0.19
195.486,745.648,-14.958,0.007,14.958,0.099,-670.766,0.06,670.766,179.995,5.189,0.099,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.867e6,0,311.712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.091,10.105,926.328,337.422,0.5,0.19
195.986,738.17,-14.953,0.01,14.954,0.136,-673.377,0.06,673.377,179.995,5.257,0.136,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.868e6,0,311.829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.399,10.153,927.163,337.452,0.5,0.19
196.486,730.695,-14.944,0.017,14.95,0.395,-675.956,0.059,675.956,179.995,5.059,0.395,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.87e6,0,312.288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.658,10.202,927.999,337.481,0.5,0.19
196.986,723.224,-14.939,0.011,14.943,0.322,-678.526,0.059,678.526,179.995,5.22,0.322,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.87e6,0,311.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.553,10.25,928.834,337.511,0.5,0.19
197.486,715.756,-14.934,0.009,14.937,0.279,-681.171,0.059,681.171,179.995,5.36,0.279,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.871e6,0,311.912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.649,10.299,929.669,337.54,0.5,0.19
197.986,708.29,-14.931,0.006,14.931,0.031,-683.847,0.058,683.847,179.995,5.344,0.031,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.872e6,0,311.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.316,10.348,930.503,337.57,0.5,0.19
198.486,700.825,-14.926,0.011,14.927,0.169,-686.498,0.058,686.498,179.995,5.26,0.168,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.874e6,0,311.868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.091,10.396,931.337,337.599,0.5,0.19
198.986,693.364,-14.921,0.009,14.921,0.055,-689.135,0.058,689.135,179.995,5.287,0.054,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.875e6,0,311.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.345,10.445,932.171,337.628,0.5,0.19
199.486,685.904,-14.916,0.01,14.916,0.083,-691.768,0.058,691.769,179.995,5.246,0.082,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.876e6,0,311.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.165,10.493,933.005,337.658,0.5,0.19
199.986,678.448,-14.91,0.012,14.911,0.208,-694.366,0.057,694.366,179.995,5.142,0.208,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.877e6,0,311.953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.933,10.542,933.838,337.687,0.5,0.19
200.486,670.995,-14.903,0.014,14.906,0.311,-696.976,0.057,696.976,179.995,5.298,0.311,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.878e6,0,312.097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.618,10.59,934.671,337.716,0.5,0.19
200.986,663.545,-14.898,0.01,14.9,0.246,-699.594,0.057,699.594,179.995,5.175,0.246,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.879e6,0,311.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.927,10.639,935.504,337.746,0.5,0.19
201.486,656.097,-14.894,0.007,14.894,0.043,-702.176,0.057,702.176,179.995,5.154,0.042,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.88e6,0,311.729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.114,10.687,936.336,337.775,0.5,0.19
201.986,648.651,-14.889,0.011,14.889,0.164,-704.732,0.056,704.732,179.995,5.072,0.164,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.881e6,0,311.877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.908,10.735,937.168,337.805,0.5,0.19
202.486,641.208,-14.884,0.009,14.884,0.035,-707.273,0.056,707.273,179.995,5.089,0.034,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.882e6,0,311.793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.126,10.784,938,337.834,0.5,0.19
202.986,633.769,-14.875,0.018,14.88,0.4,-709.867,0.056,709.867,179.996,5.289,0.4,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.884e6,0,312.338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.699,10.832,938.832,337.863,0.5,0.191
203.486,626.332,-14.872,0.005,14.872,0.08,-712.522,0.055,712.522,179.996,5.329,0.079,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.884e6,0,311.674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.413,10.881,939.663,337.892,0.5,0.191
203.986,618.898,-14.866,0.013,14.868,0.282,-715.221,0.055,715.221,179.996,5.469,0.282,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.886e6,0,312.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.759,10.929,940.494,337.922,0.5,0.191
204.486,611.467,-14.859,0.014,14.863,0.363,-717.911,0.055,717.911,179.996,5.288,0.362,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.887e6,0,312.142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.923,10.977,941.324,337.951,0.5,0.191
204.986,604.038,-14.855,0.008,14.857,0.253,-720.523,0.055,720.523,179.996,5.162,0.253,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.888e6,0,311.857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.908,11.025,942.155,337.98,0.5,0.191
205.486,596.616,-14.834,0.04,14.857,0.82,-723.002,0.054,723.002,179.996,4.752,0.819,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.891e6,0,313.857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.927,11.074,942.985,338.01,0.5,0.191
205.986,589.199,-14.835,-0.002,14.843,0.477,-725.318,0.054,725.318,179.996,4.514,0.477,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.889e6,0,311.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.032,11.122,943.814,338.039,0.5,0.191
206.486,581.78,-14.838,-0.005,14.838,0.084,-727.565,0.054,727.565,179.996,4.472,0.083,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.89e6,0,311.355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.39,11.17,944.643,338.068,0.5,0.191
206.986,574.362,-14.835,0.005,14.835,0.076,-729.81,0.054,729.81,179.996,4.51,0.076,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.892e6,0,311.676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.59,11.218,945.471,338.097,0.5,0.191
207.486,566.947,-14.826,0.019,14.833,0.453,-732.122,0.053,732.122,179.996,4.736,0.452,28.61,-80.607,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.894e6,0,312.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.197,11.267,946.3,338.126,0.5,0.191
207.986,559.535,-14.822,0.008,14.825,0.311,-734.451,0.053,734.451,179.996,4.581,0.311,28.61,-80.608,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.894e6,0,311.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.268,11.315,947.129,338.156,0.5,0.191
208.486,552.125,-14.819,0.005,14.82,0.07,-736.733,0.053,736.733,179.996,4.546,0.07,28.61,-80.608,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.895e6,0,311.663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.478,11.363,947.957,338.185,0.5,0.191
208.986,544.716,-14.815,0.009,14.815,0.135,-739.023,0.053,739.023,179.996,4.613,0.135,28.61,-80.608,9.79,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.897e6,0,311.826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.752,11.411,948.785,338.214,0.5,0.191
209.486,537.311,-14.806,0.018,14.812,0.42,-741.277,0.052,741.277,179.996,4.403,0.42,28.61,-80.608,9.791,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.898e6,0,312.357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.982,11.459,949.612,338.243,0.5,0.191
209.986,529.909,-14.804,0.005,14.804,0.103,-743.491,0.052,743.491,179.996,4.454,0.102,28.61,-80.608,9.791,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.898e6,0,311.668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.561,11.507,950.44,338.272,0.5,0.191
210.486,522.508,-14.8,0.008,14.8,0.027,-745.722,0.052,745.722,179.996,4.468,0.026,28.61,-80.608,9.791,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.9e6,0,311.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.497,11.556,951.267,338.302,0.5,0.191
210.986,515.109,-14.794,0.012,14.795,0.212,-747.982,0.052,747.982,179.996,4.573,0.211,28.61,-80.608,9.791,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.901e6,0,311.954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.789,11.604,952.094,338.331,0.5,0.192
211.486,507.714,-14.789,0.01,14.79,0.151,-750.25,0.051,750.25,179.996,4.498,0.151,28.61,-80.608,9.791,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.902e6,0,311.849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.349,11.652,952.92,338.36,0.5,0.192
211.986,500.32,-14.784,0.009,14.785,0.083,-752.509,0.051,752.509,179.996,4.539,0.082,28.61,-80.608,9.791,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.903e6,0,311.814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.625,11.7,953.747,338.389,0.5,0.192
212.486,492.932,-14.77,0.029,14.783,0.622,-754.856,0.051,754.856,179.996,4.85,0.621,28.61,-80.608,9.791,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.044,4.905e6,0,313.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.477,11.748,954.573,338.418,0.5,0.192
