# Simulation 2 (Up to date)
# 1124 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
24.436,3427.199,13.825,-9.744,14.472,9.746,152.02,0.122,152.021,0.046,4.278,0.22,28.61,-80.598,9.782,9.936,1.032e-6,4.815,4.427e-4,3.182e4,4757,64.513,0.097,345.653,334.985,0.68,0.051,4.357e6,0,1.731,0.622,0.739,0.442,0.059,0.12,2.922,1.114,4.837e-4,0,0,0,0,0.872,0.002,15.7,193.593,65.898,0.048,5.06,-7.277,663.966,326.889,0.05,0.16
24.486,3427.878,13.338,-9.74,14.004,9.742,152.234,0.122,152.234,0.046,4.267,0.222,28.61,-80.598,9.782,10.424,1.03e-6,4.831,5.222e-4,3.182e4,4757,64.513,0.097,344.155,334.985,0.584,0.05,4.24e6,0,1.662,0.624,0.749,0.444,0.059,0.12,3.129,0.9,3.069e-4,0,0,0,0,0.927,0.002,15.7,193.593,65.657,0.048,4.992,-7.281,663.907,326.886,0.05,0.16
24.536,3428.532,12.851,-9.725,13.537,9.729,152.447,0.122,152.447,0.046,4.255,0.25,28.61,-80.598,9.782,11.73,1.014e-6,4.842,1.563e-4,3.182e4,4757,64.513,0.097,340.448,334.985,0.348,0.049,4.164e6,0,1.649,0.625,0.77,0.446,0.059,0.12,3.711,0.327,-1.863e-4,0,0,0,0,0.964,0.002,15.7,193.593,65.415,0.048,5.19,-7.285,663.851,326.884,0.05,0.161
24.586,3429.163,12.365,-9.714,13.073,9.718,152.66,0.123,152.66,0.046,4.242,0.27,28.61,-80.598,9.782,12.801,1.02e-6,4.841,-9.677e-6,3.182e4,4757,64.513,0.097,337.71,334.985,0.174,0.048,4.076e6,0,1.614,0.627,0.786,0.447,0.059,0.12,4.219,-0.273,-7.038e-5,0,0,0,0,1.006,0.002,15.7,193.593,65.173,0.049,5.29,-7.29,663.796,326.881,0.05,0.161
24.636,3429.769,11.88,-9.715,12.61,9.718,152.871,0.123,152.871,0.046,4.229,0.258,28.61,-80.598,9.782,13.019,1.015e-6,4.835,2.607e-4,3.182e4,4757,64.513,0.097,337.182,334.985,0.14,0.046,3.94e6,0,1.52,0.63,0.792,0.45,0.059,0.12,4.325,-0.469,3.113e-4,0,0,0,0,1.074,0.002,15.7,193.593,64.931,0.049,5.082,-7.293,663.743,326.879,0.05,0.161
24.686,3430.351,11.394,-9.725,12.149,9.728,153.083,0.124,153.083,0.046,4.217,0.223,28.61,-80.598,9.782,12.522,1.033e-6,4.83,9.4e-4,3.182e4,4757,64.513,0.097,338.396,334.985,0.217,0.044,3.766e6,0,1.385,0.633,0.791,0.454,0.059,0.12,4.084,-0.286,2.25e-4,0,0,0,0,1.173,0.002,15.7,193.593,64.689,0.049,4.632,-7.297,663.693,326.877,0.05,0.162
24.736,3430.908,10.907,-9.719,11.69,9.722,153.293,0.124,153.293,0.046,4.206,0.23,28.61,-80.598,9.782,13.361,1.042e-6,4.826,9.351e-4,3.182e4,4757,64.513,0.097,336.369,334.985,0.088,0.043,3.659e6,0,1.329,0.635,0.804,0.456,0.059,0.12,4.495,-0.844,4.877e-4,0,0,0,0,1.24,0.002,15.7,193.593,64.448,0.049,4.599,-7.301,663.644,326.875,0.05,0.162
24.786,3431.442,10.422,-9.705,11.234,9.708,153.503,0.125,153.503,0.046,4.194,0.255,28.61,-80.598,9.782,14.818,1.045e-6,4.81,6.509e-4,3.182e4,4757,64.513,0.097,333.165,334.985,-0.116,0.042,3.584e6,0,1.3,0.637,0.82,0.458,0.059,0.12,5.247,-1.893,-7.108e-5,0,0,0,0,1.285,0.001,15.7,193.593,64.207,0.049,4.742,-7.304,663.598,326.872,0.05,0.162
24.836,3431.951,9.937,-9.705,10.78,9.708,153.712,0.125,153.712,0.047,4.181,0.247,28.61,-80.598,9.782,15.304,1.014e-6,4.786,8.695e-4,3.182e4,4757,64.513,0.097,332.176,334.985,-0.179,0.04,3.454e6,0,1.219,0.64,0.827,0.461,0.059,0.12,5.508,-2.354,8.021e-5,0,0,0,0,1.368,0.001,15.7,193.593,63.967,0.049,4.56,-7.308,663.554,326.87,0.05,0.162
24.886,3432.435,9.452,-9.692,10.33,9.695,153.921,0.125,153.921,0.047,4.168,0.268,28.61,-80.598,9.782,16.755,1.034e-6,4.759,6.837e-4,3.182e4,4757,64.513,0.097,329.435,334.985,-0.353,0.04,3.375e6,0,1.174,0.642,0.835,0.463,0.059,0.12,6.32,-3.652,4.82e-5,0,0,0,0,1.418,0.001,15.7,193.593,63.728,0.049,4.654,-7.311,663.511,326.869,0.05,0.163
24.936,3432.896,8.967,-9.672,9.883,9.677,154.129,0.126,154.129,0.047,4.154,0.302,28.61,-80.598,9.782,18.64,1.035e-6,4.714,3.733e-4,3.182e4,4757,64.513,0.097,326.292,334.985,-0.554,0.039,3.319e6,0,1.135,0.643,0.834,0.464,0.059,0.12,7.441,-5.558,-2.202e-4,0,0,0,0,1.438,0.001,15.7,193.593,63.492,0.049,4.86,-7.314,663.471,326.867,0.05,0.163
24.986,3433.332,8.484,-9.661,9.44,9.666,154.337,0.126,154.337,0.047,4.138,0.317,28.61,-80.598,9.782,20.009,1.028e-6,4.654,3.225e-4,3.182e4,4757,64.513,0.097,324.263,334.985,-0.683,0.038,3.232e6,0,1.073,0.646,0.831,0.466,0.059,0.12,8.299,-7.158,1.754e-4,0,0,0,0,1.478,0.001,15.7,193.593,63.257,0.049,4.881,-7.317,663.434,326.865,0.05,0.163
25.036,3433.744,8.002,-9.633,9.001,9.64,154.543,0.127,154.543,0.047,4.122,0.366,28.61,-80.598,9.782,22.685,1.03e-6,4.567,-1.204e-4,3.182e4,4757,64.513,0.097,320.811,334.985,-0.903,0.038,3.226e6,0,1.044,0.646,0.812,0.466,0.059,0.12,9.732,-14.151,-2.421e-4,0,0,0,0,1.429,0.001,15.7,193.593,63.027,0.049,5.3,-7.319,663.398,326.863,0.05,0.163
25.086,3434.132,7.521,-9.613,8.567,9.621,154.749,0.127,154.749,0.047,4.102,0.399,28.61,-80.598,9.782,24.783,1.022e-6,4.407,-3.099e-4,3.182e4,4757,64.513,0.097,318.505,334.985,-1.05,0.037,3.187e6,0,0.993,0.647,0.791,0.467,0.059,0.12,10.945,-19.954,-1.459e-4,0,0,0,0,1.363,0.001,15.7,193.593,62.802,0.049,5.517,-7.322,663.364,326.862,0.05,0.164
25.136,3434.496,7.04,-9.612,8.138,9.62,154.953,0.128,154.953,0.047,4.082,0.391,28.61,-80.598,9.782,25.836,1.03e-6,4.224,-1.787e-4,3.182e4,4757,64.513,0.097,317.46,334.985,-1.116,0.036,3.071e6,0,0.911,0.65,0.782,0.47,0.059,0.12,11.582,-22.996,4.952e-4,0,0,0,0,1.348,0.001,15.7,193.593,62.586,0.049,5.346,-7.324,663.332,326.86,0.05,0.164
25.186,3434.836,6.559,-9.613,7.716,9.62,155.157,0.128,155.157,0.047,4.063,0.38,28.61,-80.598,9.782,26.931,1.023e-6,4.035,-3.686e-5,3.182e4,4757,64.513,0.097,316.447,334.985,-1.181,0.035,2.951e6,0,0.83,0.653,0.771,0.474,0.059,0.12,12.262,-26.224,4.95e-4,0,0,0,0,1.332,0.001,15.7,193.593,62.38,0.049,5.15,-7.326,663.303,326.859,0.05,0.164
25.236,3435.152,6.079,-9.607,7.301,9.615,155.36,0.128,155.36,0.047,4.044,0.383,28.61,-80.598,9.782,28.467,1.035e-6,3.829,1.81e-5,3.182e4,4757,64.513,0.097,315.138,334.985,-1.264,0.034,2.858e6,0,0.758,0.656,0.751,0.477,0.059,0.12,13.247,-30.84,4.103e-4,0,0,0,0,1.279,9.761e-4,15.7,193.593,62.183,0.049,5.065,-7.328,663.275,326.858,0.05,0.165
25.286,3435.444,5.599,-9.599,6.895,9.607,155.561,0.129,155.561,0.047,4.025,0.391,28.61,-80.598,9.782,30.22,1.018e-6,3.6,3.736e-5,3.182e4,4757,64.513,0.097,313.79,334.985,-1.35,0.033,2.774e6,0,0.69,0.658,0.725,0.479,0.059,0.12,14.411,-36.239,3.43e-4,0,0,0,0,1.2,9.26e-4,15.7,193.593,61.997,0.049,5.013,-7.33,663.25,326.857,0.05,0.165
25.336,3435.712,5.119,-9.582,6.499,9.591,155.762,0.129,155.762,0.048,4.005,0.416,28.61,-80.598,9.782,32.479,1.025e-6,3.344,-2.447e-5,3.182e4,4757,64.513,0.097,312.257,334.985,-1.448,0.032,2.726e6,0,0.63,0.66,0.687,0.481,0.059,0.12,15.967,-43.375,-2.103e-4,0,0,0,0,1.072,8.775e-4,15.7,193.593,61.823,0.05,5.101,-7.332,663.227,326.856,0.05,0.165
25.386,3435.956,4.64,-9.575,6.116,9.584,155.962,0.13,155.962,0.048,3.984,0.422,28.61,-80.598,9.782,34.371,1.035e-6,3.051,1.887e-5,3.182e4,4757,64.513,0.097,311.128,334.985,-1.52,0.031,2.641e6,0,0.563,0.663,0.653,0.483,0.059,0.12,17.312,-49.492,-4.953e-6,0,0,0,0,0.951,8.305e-4,15.7,193.593,61.663,0.05,5.01,-7.334,663.206,326.855,0.05,0.165
25.436,3436.176,4.162,-9.573,5.746,9.582,156.16,0.13,156.16,0.048,3.963,0.419,28.61,-80.598,9.782,36.225,1.029e-6,2.749,8.921e-5,3.182e4,4757,64.513,0.097,310.143,334.985,-1.582,0.03,2.542e6,0,0.495,0.666,0.62,0.487,0.059,0.12,18.661,-55.599,-4.815e-4,0,0,0,0,0.834,7.857e-4,15.7,193.593,61.518,0.05,4.844,-7.335,663.186,326.854,0.05,0.166
25.486,3436.372,3.683,-9.583,5.395,9.591,156.358,0.131,156.358,0.048,3.942,0.392,28.61,-80.598,9.782,37.708,1.029e-6,2.44,2.559e-4,3.182e4,4757,64.513,0.097,309.434,334.985,-1.627,0.028,2.393e6,0,0.42,0.671,0.594,0.492,0.059,0.12,19.76,-60.549,-3.178e-5,0,0,0,0,0.741,7.432e-4,15.7,193.593,61.389,0.05,4.456,-7.336,663.169,326.853,0.05,0.166
25.536,3436.544,3.204,-9.568,5.064,9.577,156.555,0.131,156.555,0.048,3.922,0.415,28.61,-80.598,9.782,40.416,1.029e-6,2.138,2.384e-4,3.182e4,4757,64.513,0.097,308.303,334.985,-1.699,0.028,2.348e6,0,0.367,0.673,0.538,0.494,0.059,0.12,21.798,-69.707,1.118e-4,0,0,0,0,0.591,7.036e-4,15.7,193.593,61.274,0.05,4.486,-7.338,663.154,326.852,0.05,0.166
25.586,3436.693,2.726,-9.542,4.759,9.553,156.75,0.131,156.75,0.048,3.9,0.457,28.61,-80.598,9.782,43.521,1.026e-6,1.778,1.629e-4,3.182e4,4757,64.513,0.097,307.238,334.985,-1.767,0.028,2.345e6,0,0.321,0.673,0.472,0.494,0.059,0.12,24.167,-80.281,-1.806e-4,0,0,0,0,0.409,6.671e-4,15.7,193.593,61.176,0.05,4.665,-7.339,663.142,326.852,0.05,0.166
25.636,3436.817,2.248,-9.684,4.484,9.686,156.945,0.132,156.945,0.048,3.879,0.196,28.61,-80.598,9.782,46.36,1.028e-6,1.378,1.547e-4,3.182e4,4757,64.513,0.097,345.817,334.985,0.69,0.027,2.307e6,0,0.272,0.675,0.414,0.495,0.059,0.12,10.603,-26.035,-4.532e-4,0,0,0,0,0.254,6.343e-4,15.7,193.593,61.097,0.05,4.675,-7.339,663.131,326.851,0.05,0.167
25.686,3436.917,1.764,-9.682,4.253,9.684,157.138,0.132,157.138,0.048,3.869,0.195,28.61,-80.598,9.782,49.283,1.027e-6,1.305,1.635e-4,3.182e4,4757,64.513,0.097,346.583,334.985,0.739,0.027,2.261e6,0,0.224,0.677,0.355,0.497,0.059,0.12,11.019,-28.675,3.153e-4,0,0,0,0,0.237,6.076e-4,15.7,193.593,61.029,0.05,4.615,-7.34,663.122,326.851,0.05,0.167
25.736,3436.993,1.28,-9.677,4.066,9.679,157.332,0.133,157.332,0.048,3.86,0.202,28.61,-80.598,9.782,52.408,1.028e-6,1.174,1.544e-4,3.182e4,4757,64.513,0.097,346.665,334.985,0.744,0.026,2.244e6,0,0.184,0.677,0.295,0.498,0.059,0.12,11.613,-32.013,3.957e-4,0,0,0,0,0.195,5.861e-4,15.7,193.593,60.967,0.05,4.645,-7.34,663.115,326.851,0.05,0.167
25.786,3437.045,0.796,-9.668,3.931,9.671,157.524,0.133,157.524,0.048,3.849,0.214,28.61,-80.598,9.782,55.61,1.028e-6,1.026,1.348e-4,3.182e4,4757,64.513,0.097,346.287,334.985,0.72,0.026,2.249e6,0,0.149,0.677,0.238,0.498,0.059,0.12,12.338,-35.835,1.531e-4,0,0,0,0,0.148,5.705e-4,15.7,193.593,60.912,0.05,4.733,-7.341,663.111,326.85,0.05,0.167
25.836,3437.073,0.313,-9.669,3.851,9.672,157.716,0.134,157.717,0.048,3.838,0.21,28.61,-80.598,9.782,58.739,1.028e-6,0.866,1.505e-4,3.182e4,4757,64.513,0.097,347.766,334.985,0.814,0.026,2.202e6,0,0.113,0.679,0.188,0.5,0.059,0.12,12.633,-37.829,-2.403e-4,0,0,0,0,0.11,5.612e-4,15.7,193.593,60.864,0.05,4.597,-7.341,663.108,326.85,0.05,0.168
# Event APOGEE occurred at t=25.886 seconds
25.886,3437.077,-0.17,-9.66,3.832,9.662,157.908,0.134,157.908,0.049,3.828,0.225,28.61,-80.598,9.782,61.972,1.027e-6,0.704,1.393e-4,3.182e4,4757,64.513,0.097,347.395,334.985,0.79,0.026,2.221e6,0,0.087,0.678,0.142,0.499,0.059,0.12,13.386,-41.632,-2.676e-4,0,0,0,0,0.072,5.587e-4,15.7,193.593,60.825,0.05,4.682,-7.341,663.108,326.85,0.05,0.168
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=25.887 seconds
25.936,3437.056,-0.653,-9.645,3.871,9.648,158.099,0.134,158.099,0.049,3.816,0.249,28.61,-80.598,9.782,65.112,1.027e-6,0.512,1.264e-4,3.182e4,4757,64.513,0.097,346.443,334.985,0.73,0.027,2.263e6,0,0.066,0.676,0.104,0.497,0.059,0.12,14.302,-46.002,-4.969e-4,0,0,0,0,0.036,5.628e-4,15.7,193.593,60.794,0.05,4.832,-7.341,663.11,326.85,0.05,0.168
25.941,3437.053,-0.701,-9.593,8.664,9.914,158.118,0.134,158.118,0.049,3.803,2.504,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.027,2.26e6,0,79.891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.629e-4,NaN,NaN,NaN,NaN,4.832,-7.341,663.11,326.85,0.005,0.169
26.297,3436.193,-4.118,-9.579,8.78,9.901,159.316,0.137,159.316,0.049,2.91,2.505,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.027,2.291e6,0,79.962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.62e-4,NaN,NaN,NaN,NaN,4.845,-7.341,663.11,326.85,0.357,0.169
26.639,3434.289,-7.033,-8.537,10.091,8.879,160.167,0.14,160.167,0.05,2.077,2.44,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.028,2.633e6,0,87.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.772e-4,NaN,NaN,NaN,NaN,5.16,-7.335,663.185,326.854,0.342,0.169
26.947,3431.769,-9.322,-7.43,11.306,7.803,160.694,0.142,160.694,0.051,1.342,2.384,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.031,2.95e6,0,106.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.505e-4,NaN,NaN,NaN,NaN,5.054,-7.323,663.35,326.861,0.308,0.169
27.199,3429.217,-10.893,-6.219,12.434,6.716,160.952,0.143,160.952,0.051,0.702,2.535,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.035,3.245e6,0,139.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,5.293,-7.307,663.569,326.871,0.253,0.169
27.471,3426.055,-12.352,-5.362,13.244,5.787,161.062,0.145,161.062,0.052,0.109,2.178,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.037,3.458e6,0,156.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,4.67,-7.29,663.791,326.881,0.272,0.169
27.722,3422.825,-13.424,-4.278,14.146,4.827,161.019,0.146,161.019,0.052,0.451,2.236,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.041,3.694e6,0,189.043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.912,-7.269,664.066,326.894,0.251,0.169
28.015,3418.741,-14.43,-3.432,14.935,4.03,160.796,0.147,160.796,0.052,1.071,2.114,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.043,3.902e6,0,212.964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.923,-7.248,664.346,326.906,0.293,0.169
28.341,3413.909,-15.281,-2.617,15.558,3.136,160.356,0.148,160.357,0.053,1.633,1.728,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.045,4.066e6,0,234.522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.556,-7.222,664.701,326.922,0.325,0.169
28.736,3407.728,-15.991,-1.795,16.194,2.46,159.58,0.15,159.58,0.054,2.298,1.682,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.048,4.234e6,0,259.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.856,-7.19,665.121,326.942,0.395,0.169
29.236,3399.601,-16.52,-1.059,16.674,1.994,158.219,0.151,158.219,0.055,3.143,1.69,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.361e6,0,282.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.4,-7.15,665.658,326.966,0.5,0.169
29.736,3391.27,-16.802,-0.563,16.868,1.284,156.504,0.151,156.504,0.055,3.72,1.154,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.415e6,0,295.624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.215,-7.097,666.364,326.998,0.5,0.17
30.236,3382.835,-16.938,-0.273,16.974,0.903,154.536,0.152,154.536,0.056,4.15,0.86,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.446e6,0,303.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.244,-7.043,667.088,327.031,0.5,0.17
30.736,3374.347,-17.012,-0.148,17.013,0.196,152.445,0.152,152.445,0.057,4.215,0.129,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.46e6,0,306.553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.381,-6.988,667.821,327.064,0.5,0.17
31.236,3365.836,-17.034,-0.043,17.045,0.496,150.276,0.152,150.276,0.058,4.462,0.494,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.471e6,0,310.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.081,-6.933,668.559,327.097,0.5,0.17
31.736,3357.316,-17.044,-0.021,17.045,0.169,148.024,0.152,148.024,0.059,4.545,0.167,28.61,-80.598,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.475e6,0,310.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.758,-6.878,669.298,327.131,0.5,0.17
32.236,3348.795,-17.041,0.006,17.048,0.372,145.705,0.152,145.705,0.06,4.731,0.372,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.479e6,0,311.633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.197,-6.823,670.038,327.164,0.5,0.17
32.736,3340.275,-17.039,0.004,17.039,0.035,143.335,0.152,143.335,0.061,4.749,0.035,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.48e6,0,311.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.796,-6.767,670.779,327.198,0.5,0.17
33.236,3331.757,-17.033,0.012,17.035,0.171,140.939,0.152,140.939,0.062,4.834,0.171,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.482e6,0,311.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.05,-6.712,671.519,327.232,0.5,0.17
33.736,3323.242,-17.027,0.013,17.028,0.138,138.505,0.152,138.505,0.063,4.903,0.137,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.483e6,0,311.684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.077,-6.656,672.259,327.265,0.5,0.17
34.236,3314.73,-17.02,0.014,17.02,0.051,136.047,0.151,136.047,0.064,4.927,0.049,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.485e6,0,311.664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.992,-6.601,672.999,327.299,0.5,0.17
34.736,3306.222,-17.013,0.014,17.013,0.019,133.582,0.151,133.582,0.065,4.933,0.012,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.486e6,0,311.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.952,-6.546,673.739,327.332,0.5,0.17
35.236,3297.718,-17.002,0.021,17.008,0.359,131.071,0.151,131.071,0.066,5.113,0.359,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.488e6,0,312.124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.56,-6.49,674.478,327.366,0.5,0.17
35.736,3289.218,-16.996,0.012,16.997,0.096,128.526,0.151,128.526,0.067,5.065,0.096,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.488e6,0,311.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.95,-6.435,675.217,327.399,0.5,0.17
36.236,3280.723,-16.985,0.022,16.993,0.412,125.942,0.15,125.942,0.068,5.27,0.411,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.491e6,0,312.204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.781,-6.38,675.955,327.433,0.5,0.17
36.736,3272.231,-16.98,0.011,16.982,0.188,123.331,0.15,123.331,0.07,5.177,0.187,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.491e6,0,311.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.949,-6.325,676.694,327.466,0.5,0.17
37.236,3263.743,-16.974,0.013,16.975,0.149,120.724,0.15,120.724,0.071,5.251,0.149,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.492e6,0,311.674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.438,-6.27,677.431,327.5,0.5,0.17
37.736,3255.259,-16.963,0.021,16.971,0.407,118.047,0.149,118.047,0.073,5.454,0.407,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.494e6,0,312.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.959,-6.214,678.169,327.533,0.5,0.17
