Mach Number,Alpha (deg),Protuberance (%),CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CN Total,CP Total
14.85,6.0,0.0,0.303,0.3,0.22,0.217,0.808,59.076
14.85,6.0,1.0,0.745,0.742,0.664,0.661,0.808,59.076
14.85,8.0,0.0,0.39,0.387,0.222,0.219,1.222,59.914
14.85,8.0,1.0,0.833,0.83,0.669,0.667,1.222,59.914
14.86,6.0,0.0,0.303,0.3,0.22,0.217,0.808,59.073
14.86,6.0,1.0,0.745,0.742,0.664,0.661,0.808,59.073
14.86,8.0,0.0,0.39,0.387,0.222,0.219,1.222,59.911
14.86,8.0,1.0,0.833,0.83,0.669,0.667,1.222,59.911
14.87,6.0,0.0,0.303,0.3,0.22,0.217,0.807,59.07
14.87,6.0,1.0,0.745,0.742,0.664,0.661,0.807,59.07
14.87,8.0,0.0,0.39,0.387,0.222,0.219,1.222,59.909
14.87,8.0,1.0,0.833,0.83,0.669,0.667,1.222,59.909
14.88,6.0,0.0,0.303,0.3,0.22,0.217,0.807,59.067
14.88,6.0,1.0,0.745,0.742,0.664,0.661,0.807,59.067
14.88,8.0,0.0,0.39,0.387,0.222,0.219,1.221,59.907
14.88,8.0,1.0,0.833,0.83,0.669,0.667,1.221,59.907
14.89,6.0,0.0,0.303,0.3,0.22,0.217,0.807,59.063
14.89,6.0,1.0,0.744,0.742,0.664,0.661,0.807,59.063
14.89,8.0,0.0,0.39,0.387,0.222,0.219,1.221,59.904
14.89,8.0,1.0,0.833,0.83,0.669,0.667,1.221,59.904
14.9,6.0,0.0,0.303,0.3,0.22,0.217,0.807,59.06
14.9,6.0,1.0,0.744,0.742,0.664,0.661,0.807,59.06
14.9,8.0,0.0,0.39,0.387,0.222,0.219,1.221,59.902
14.9,8.0,1.0,0.833,0.83,0.669,0.667,1.221,59.902
14.91,6.0,0.0,0.303,0.3,0.22,0.217,0.807,59.057
14.91,6.0,1.0,0.744,0.742,0.664,0.661,0.807,59.057
14.91,8.0,0.0,0.389,0.387,0.222,0.219,1.221,59.9
14.91,8.0,1.0,0.833,0.83,0.669,0.667,1.221,59.9
14.92,6.0,0.0,0.303,0.3,0.22,0.217,0.807,59.054
14.92,6.0,1.0,0.744,0.742,0.664,0.661,0.807,59.054
14.92,8.0,0.0,0.389,0.387,0.222,0.219,1.221,59.897
14.92,8.0,1.0,0.833,0.83,0.669,0.667,1.221,59.897
14.93,6.0,0.0,0.303,0.3,0.22,0.217,0.806,59.051
14.93,6.0,1.0,0.744,0.742,0.664,0.661,0.806,59.051
14.93,8.0,0.0,0.389,0.387,0.222,0.219,1.221,59.895
14.93,8.0,1.0,0.833,0.83,0.669,0.667,1.221,59.895
14.94,6.0,0.0,0.303,0.3,0.22,0.217,0.806,59.048
14.94,6.0,1.0,0.744,0.742,0.664,0.661,0.806,59.048
14.94,8.0,0.0,0.389,0.387,0.222,0.219,1.221,59.893
14.94,8.0,1.0,0.833,0.83,0.669,0.667,1.221,59.893
14.95,6.0,0.0,0.303,0.3,0.22,0.217,0.806,59.044
14.95,6.0,1.0,0.744,0.742,0.664,0.661,0.806,59.044
14.95,8.0,0.0,0.389,0.387,0.222,0.219,1.22,59.89
14.95,8.0,1.0,0.833,0.83,0.669,0.667,1.22,59.89
14.96,6.0,0.0,0.303,0.3,0.22,0.217,0.806,59.041
14.96,6.0,1.0,0.744,0.742,0.664,0.661,0.806,59.041
14.96,8.0,0.0,0.389,0.387,0.222,0.219,1.22,59.888
14.96,8.0,1.0,0.833,0.83,0.669,0.667,1.22,59.888
14.97,6.0,0.0,0.303,0.3,0.22,0.217,0.806,59.038
14.97,6.0,1.0,0.744,0.742,0.664,0.661,0.806,59.038
14.97,8.0,0.0,0.389,0.387,0.222,0.219,1.22,59.886
14.97,8.0,1.0,0.833,0.83,0.669,0.667,1.22,59.886
14.98,6.0,0.0,0.303,0.3,0.22,0.217,0.806,59.035
14.98,6.0,1.0,0.744,0.742,0.664,0.661,0.806,59.035
14.98,8.0,0.0,0.389,0.387,0.222,0.219,1.22,59.884
14.98,8.0,1.0,0.833,0.83,0.669,0.667,1.22,59.884
14.99,6.0,0.0,0.303,0.3,0.22,0.217,0.805,59.032
14.99,6.0,1.0,0.744,0.742,0.664,0.661,0.805,59.032
14.99,8.0,0.0,0.389,0.387,0.222,0.219,1.22,59.881
14.99,8.0,1.0,0.833,0.83,0.669,0.667,1.22,59.881
15.0,6.0,0.0,0.303,0.3,0.22,0.217,0.805,59.028
15.0,6.0,1.0,0.744,0.742,0.664,0.661,0.805,59.028
15.0,8.0,0.0,0.389,0.387,0.222,0.219,1.22,59.879
15.0,8.0,1.0,0.833,0.83,0.669,0.667,1.22,59.879
15.01,6.0,0.0,0.303,0.3,0.22,0.217,0.805,59.025
15.01,6.0,1.0,0.744,0.742,0.664,0.661,0.805,59.025
15.01,8.0,0.0,0.389,0.387,0.222,0.219,1.22,59.877
15.01,8.0,1.0,0.833,0.83,0.669,0.667,1.22,59.877
15.02,6.0,0.0,0.303,0.3,0.22,0.217,0.805,59.022
15.02,6.0,1.0,0.744,0.742,0.664,0.661,0.805,59.022
15.02,8.0,0.0,0.389,0.387,0.222,0.219,1.219,59.874
15.02,8.0,1.0,0.833,0.83,0.669,0.667,1.219,59.874
15.03,6.0,0.0,0.303,0.3,0.22,0.217,0.805,59.019
15.03,6.0,1.0,0.744,0.741,0.664,0.661,0.805,59.019
15.03,8.0,0.0,0.389,0.387,0.222,0.219,1.219,59.872
15.03,8.0,1.0,0.832,0.83,0.669,0.667,1.219,59.872
15.04,6.0,0.0,0.303,0.3,0.22,0.217,0.805,59.016
15.04,6.0,1.0,0.744,0.741,0.664,0.661,0.805,59.016
15.04,8.0,0.0,0.389,0.386,0.222,0.219,1.219,59.87
15.04,8.0,1.0,0.832,0.83,0.669,0.667,1.219,59.87
15.05,6.0,0.0,0.303,0.3,0.22,0.217,0.804,59.012
15.05,6.0,1.0,0.744,0.741,0.664,0.661,0.804,59.012
15.05,8.0,0.0,0.389,0.386,0.222,0.219,1.219,59.868
15.05,8.0,1.0,0.832,0.83,0.669,0.667,1.219,59.868
15.06,6.0,0.0,0.303,0.3,0.22,0.217,0.804,59.009
15.06,6.0,1.0,0.744,0.741,0.664,0.661,0.804,59.009
15.06,8.0,0.0,0.389,0.386,0.222,0.219,1.219,59.865
15.06,8.0,1.0,0.832,0.83,0.669,0.667,1.219,59.865
15.07,6.0,0.0,0.303,0.3,0.22,0.217,0.804,59.006
15.07,6.0,1.0,0.744,0.741,0.664,0.661,0.804,59.006
15.07,8.0,0.0,0.389,0.386,0.222,0.219,1.219,59.863
15.07,8.0,1.0,0.832,0.83,0.669,0.667,1.219,59.863
15.08,6.0,0.0,0.302,0.3,0.22,0.217,0.804,59.003
15.08,6.0,1.0,0.744,0.741,0.664,0.661,0.804,59.003
15.08,8.0,0.0,0.389,0.386,0.222,0.219,1.218,59.861
15.08,8.0,1.0,0.832,0.83,0.669,0.667,1.218,59.861
15.09,6.0,0.0,0.302,0.3,0.22,0.217,0.804,59.0
15.09,6.0,1.0,0.744,0.741,0.664,0.661,0.804,59.0
15.09,8.0,0.0,0.389,0.386,0.222,0.219,1.218,59.858
15.09,8.0,1.0,0.832,0.83,0.669,0.667,1.218,59.858
15.1,6.0,0.0,0.302,0.3,0.22,0.217,0.804,58.997
15.1,6.0,1.0,0.744,0.741,0.664,0.661,0.804,58.997
15.1,8.0,0.0,0.389,0.386,0.222,0.219,1.218,59.856
15.1,8.0,1.0,0.832,0.83,0.669,0.667,1.218,59.856
15.11,6.0,0.0,0.302,0.3,0.22,0.217,0.803,58.993
15.11,6.0,1.0,0.744,0.741,0.664,0.661,0.803,58.993
15.11,8.0,0.0,0.389,0.386,0.222,0.219,1.218,59.854
15.11,8.0,1.0,0.832,0.83,0.669,0.667,1.218,59.854
15.12,6.0,0.0,0.302,0.3,0.22,0.217,0.803,58.99
15.12,6.0,1.0,0.744,0.741,0.664,0.661,0.803,58.99
15.12,8.0,0.0,0.389,0.386,0.221,0.219,1.218,59.852
15.12,8.0,1.0,0.832,0.83,0.669,0.667,1.218,59.852
15.13,6.0,0.0,0.302,0.3,0.22,0.217,0.803,58.987
15.13,6.0,1.0,0.744,0.741,0.664,0.661,0.803,58.987
15.13,8.0,0.0,0.389,0.386,0.221,0.219,1.218,59.849
15.13,8.0,1.0,0.832,0.83,0.669,0.667,1.218,59.849
15.14,6.0,0.0,0.302,0.3,0.22,0.217,0.803,58.984
15.14,6.0,1.0,0.744,0.741,0.663,0.661,0.803,58.984
15.14,8.0,0.0,0.389,0.386,0.221,0.219,1.218,59.847
15.14,8.0,1.0,0.832,0.83,0.669,0.667,1.218,59.847
15.15,6.0,0.0,0.302,0.3,0.22,0.217,0.803,58.981
15.15,6.0,1.0,0.744,0.741,0.663,0.661,0.803,58.981
15.15,8.0,0.0,0.389,0.386,0.221,0.219,1.217,59.845
15.15,8.0,1.0,0.832,0.83,0.669,0.667,1.217,59.845
15.16,6.0,0.0,0.302,0.3,0.22,0.217,0.803,58.978
15.16,6.0,1.0,0.744,0.741,0.663,0.661,0.803,58.978
15.16,8.0,0.0,0.389,0.386,0.221,0.219,1.217,59.843
15.16,8.0,1.0,0.832,0.83,0.669,0.667,1.217,59.843
15.17,6.0,0.0,0.302,0.3,0.22,0.217,0.802,58.974
15.17,6.0,1.0,0.744,0.741,0.663,0.661,0.802,58.974
15.17,8.0,0.0,0.389,0.386,0.221,0.219,1.217,59.84
15.17,8.0,1.0,0.832,0.829,0.669,0.667,1.217,59.84
15.18,6.0,0.0,0.302,0.3,0.22,0.217,0.802,58.971
15.18,6.0,1.0,0.744,0.741,0.663,0.661,0.802,58.971
15.18,8.0,0.0,0.389,0.386,0.221,0.219,1.217,59.838
15.18,8.0,1.0,0.832,0.829,0.669,0.667,1.217,59.838
15.19,6.0,0.0,0.302,0.3,0.22,0.217,0.802,58.968
15.19,6.0,1.0,0.744,0.741,0.663,0.661,0.802,58.968
15.19,8.0,0.0,0.389,0.386,0.221,0.219,1.217,59.836
15.19,8.0,1.0,0.832,0.829,0.669,0.667,1.217,59.836
15.2,6.0,0.0,0.302,0.3,0.22,0.217,0.802,58.965
15.2,6.0,1.0,0.744,0.741,0.663,0.661,0.802,58.965
15.2,8.0,0.0,0.389,0.386,0.221,0.219,1.217,59.834
15.2,8.0,1.0,0.832,0.829,0.669,0.667,1.217,59.834
15.21,6.0,0.0,0.302,0.3,0.22,0.217,0.802,58.962
15.21,6.0,1.0,0.744,0.741,0.663,0.661,0.802,58.962
15.21,8.0,0.0,0.389,0.386,0.221,0.219,1.217,59.831
15.21,8.0,1.0,0.832,0.829,0.669,0.667,1.217,59.831
15.22,6.0,0.0,0.302,0.3,0.22,0.217,0.802,58.959
15.22,6.0,1.0,0.744,0.741,0.663,0.661,0.802,58.959
15.22,8.0,0.0,0.389,0.386,0.221,0.219,1.216,59.829
15.22,8.0,1.0,0.832,0.829,0.669,0.667,1.216,59.829
15.23,6.0,0.0,0.302,0.3,0.22,0.217,0.801,58.955
15.23,6.0,1.0,0.744,0.741,0.663,0.661,0.801,58.955
15.23,8.0,0.0,0.389,0.386,0.221,0.219,1.216,59.827
15.23,8.0,1.0,0.832,0.829,0.669,0.667,1.216,59.827
15.24,6.0,0.0,0.302,0.3,0.219,0.217,0.801,58.952
15.24,6.0,1.0,0.744,0.741,0.663,0.661,0.801,58.952
15.24,8.0,0.0,0.388,0.386,0.221,0.219,1.216,59.825
15.24,8.0,1.0,0.832,0.829,0.669,0.667,1.216,59.825
15.25,6.0,0.0,0.302,0.299,0.219,0.217,0.801,58.949
15.25,6.0,1.0,0.744,0.741,0.663,0.661,0.801,58.949
15.25,8.0,0.0,0.388,0.386,0.221,0.219,1.216,59.822
15.25,8.0,1.0,0.832,0.829,0.669,0.667,1.216,59.822
15.26,6.0,0.0,0.302,0.299,0.219,0.217,0.801,58.946
15.26,6.0,1.0,0.743,0.741,0.663,0.661,0.801,58.946
15.26,8.0,0.0,0.388,0.386,0.221,0.219,1.216,59.82
15.26,8.0,1.0,0.832,0.829,0.669,0.667,1.216,59.82
15.27,6.0,0.0,0.302,0.299,0.219,0.217,0.801,58.943
15.27,6.0,1.0,0.743,0.741,0.663,0.661,0.801,58.943
15.27,8.0,0.0,0.388,0.386,0.221,0.219,1.216,59.818
15.27,8.0,1.0,0.832,0.829,0.669,0.667,1.216,59.818
15.28,6.0,0.0,0.302,0.299,0.219,0.217,0.801,58.94
15.28,6.0,1.0,0.743,0.741,0.663,0.661,0.801,58.94
15.28,8.0,0.0,0.388,0.386,0.221,0.219,1.215,59.816
15.28,8.0,1.0,0.832,0.829,0.669,0.667,1.215,59.816
15.29,6.0,0.0,0.302,0.299,0.219,0.217,0.8,58.936
15.29,6.0,1.0,0.743,0.741,0.663,0.661,0.8,58.936
15.29,8.0,0.0,0.388,0.386,0.221,0.219,1.215,59.813
15.29,8.0,1.0,0.832,0.829,0.669,0.667,1.215,59.813
15.3,6.0,0.0,0.302,0.299,0.219,0.217,0.8,58.933
15.3,6.0,1.0,0.743,0.741,0.663,0.661,0.8,58.933
15.3,8.0,0.0,0.388,0.386,0.221,0.219,1.215,59.811
15.3,8.0,1.0,0.832,0.829,0.669,0.667,1.215,59.811
15.31,6.0,0.0,0.302,0.299,0.219,0.217,0.801,58.939
15.31,6.0,1.0,0.743,0.741,0.663,0.661,0.801,58.939
15.31,8.0,0.0,0.388,0.386,0.221,0.219,1.215,59.809
15.31,8.0,1.0,0.832,0.829,0.669,0.667,1.215,59.809
15.32,6.0,0.0,0.302,0.299,0.219,0.217,0.801,58.936
15.32,6.0,1.0,0.743,0.741,0.663,0.661,0.801,58.936
15.32,8.0,0.0,0.388,0.386,0.221,0.219,1.215,59.807
15.32,8.0,1.0,0.832,0.829,0.669,0.666,1.215,59.807
15.33,6.0,0.0,0.302,0.299,0.219,0.217,0.801,58.933
15.33,6.0,1.0,0.743,0.741,0.663,0.661,0.801,58.933
15.33,8.0,0.0,0.388,0.386,0.221,0.219,1.215,59.805
15.33,8.0,1.0,0.832,0.829,0.669,0.666,1.215,59.805
15.34,6.0,0.0,0.302,0.299,0.219,0.217,0.801,58.931
15.34,6.0,1.0,0.743,0.741,0.663,0.661,0.801,58.931
15.34,8.0,0.0,0.388,0.386,0.221,0.219,1.215,59.802
15.34,8.0,1.0,0.832,0.829,0.669,0.666,1.215,59.802
15.35,6.0,0.0,0.302,0.299,0.219,0.217,0.801,58.928
15.35,6.0,1.0,0.743,0.741,0.663,0.661,0.801,58.928
15.35,8.0,0.0,0.388,0.386,0.221,0.219,1.214,59.8
15.35,8.0,1.0,0.832,0.829,0.669,0.666,1.214,59.8
15.36,6.0,0.0,0.302,0.299,0.219,0.217,0.8,58.925
15.36,6.0,1.0,0.743,0.741,0.663,0.661,0.8,58.925
15.36,8.0,0.0,0.388,0.386,0.221,0.219,1.214,59.798
15.36,8.0,1.0,0.831,0.829,0.669,0.666,1.214,59.798
15.37,6.0,0.0,0.302,0.299,0.219,0.217,0.8,58.923
15.37,6.0,1.0,0.743,0.741,0.663,0.661,0.8,58.923
15.37,8.0,0.0,0.388,0.386,0.221,0.219,1.214,59.796
15.37,8.0,1.0,0.831,0.829,0.669,0.666,1.214,59.796
15.38,6.0,0.0,0.302,0.299,0.219,0.217,0.8,58.92
15.38,6.0,1.0,0.743,0.741,0.663,0.661,0.8,58.92
15.38,8.0,0.0,0.388,0.386,0.221,0.219,1.214,59.793
15.38,8.0,1.0,0.831,0.829,0.669,0.666,1.214,59.793
15.39,6.0,0.0,0.302,0.299,0.219,0.217,0.8,58.917
15.39,6.0,1.0,0.743,0.741,0.663,0.661,0.8,58.917
15.39,8.0,0.0,0.388,0.386,0.221,0.219,1.214,59.791
15.39,8.0,1.0,0.831,0.829,0.669,0.666,1.214,59.791
15.4,6.0,0.0,0.302,0.299,0.219,0.217,0.8,58.915
15.4,6.0,1.0,0.743,0.741,0.663,0.661,0.8,58.915
15.4,8.0,0.0,0.388,0.385,0.221,0.219,1.214,59.789
15.4,8.0,1.0,0.831,0.829,0.669,0.666,1.214,59.789
15.41,6.0,0.0,0.302,0.299,0.219,0.217,0.8,58.912
15.41,6.0,1.0,0.743,0.741,0.663,0.661,0.8,58.912
15.41,8.0,0.0,0.388,0.385,0.221,0.219,1.213,59.787
15.41,8.0,1.0,0.831,0.829,0.669,0.666,1.213,59.787
15.42,6.0,0.0,0.302,0.299,0.219,0.217,0.8,58.91
15.42,6.0,1.0,0.743,0.741,0.663,0.661,0.8,58.91
15.42,8.0,0.0,0.388,0.385,0.221,0.219,1.213,59.785
15.42,8.0,1.0,0.831,0.829,0.669,0.666,1.213,59.785
15.43,6.0,0.0,0.302,0.299,0.219,0.217,0.8,58.907
15.43,6.0,1.0,0.743,0.741,0.663,0.661,0.8,58.907
15.43,8.0,0.0,0.388,0.385,0.221,0.219,1.213,59.782
15.43,8.0,1.0,0.831,0.829,0.669,0.666,1.213,59.782
15.44,6.0,0.0,0.302,0.299,0.219,0.217,0.8,58.904
15.44,6.0,1.0,0.743,0.741,0.663,0.661,0.8,58.904
15.44,8.0,0.0,0.388,0.385,0.221,0.219,1.213,59.78
15.44,8.0,1.0,0.831,0.829,0.669,0.666,1.213,59.78
15.45,6.0,0.0,0.302,0.299,0.219,0.217,0.799,58.902
15.45,6.0,1.0,0.743,0.741,0.663,0.661,0.799,58.902
15.45,8.0,0.0,0.388,0.385,0.221,0.219,1.213,59.778
15.45,8.0,1.0,0.831,0.829,0.669,0.666,1.213,59.778
15.46,6.0,0.0,0.302,0.299,0.219,0.217,0.799,58.899
15.46,6.0,1.0,0.743,0.741,0.663,0.661,0.799,58.899
15.46,8.0,0.0,0.388,0.385,0.221,0.219,1.213,59.776
15.46,8.0,1.0,0.831,0.829,0.669,0.666,1.213,59.776
15.47,6.0,0.0,0.302,0.299,0.219,0.217,0.799,58.896
15.47,6.0,1.0,0.743,0.741,0.663,0.661,0.799,58.896
15.47,8.0,0.0,0.388,0.385,0.221,0.219,1.213,59.774
15.47,8.0,1.0,0.831,0.829,0.669,0.666,1.213,59.774
15.48,6.0,0.0,0.302,0.299,0.219,0.217,0.799,58.894
15.48,6.0,1.0,0.743,0.741,0.663,0.661,0.799,58.894
15.48,8.0,0.0,0.388,0.385,0.221,0.219,1.212,59.772
15.48,8.0,1.0,0.831,0.829,0.669,0.666,1.212,59.772
15.49,6.0,0.0,0.302,0.299,0.219,0.217,0.799,58.891
15.49,6.0,1.0,0.743,0.741,0.663,0.661,0.799,58.891
15.49,8.0,0.0,0.388,0.385,0.221,0.219,1.212,59.769
15.49,8.0,1.0,0.831,0.829,0.669,0.666,1.212,59.769
15.5,6.0,0.0,0.302,0.299,0.219,0.217,0.799,58.889
15.5,6.0,1.0,0.743,0.741,0.663,0.661,0.799,58.889
15.5,8.0,0.0,0.388,0.385,0.221,0.219,1.212,59.767
15.5,8.0,1.0,0.831,0.829,0.669,0.666,1.212,59.767
15.51,6.0,0.0,0.302,0.299,0.219,0.217,0.799,58.886
15.51,6.0,1.0,0.743,0.741,0.663,0.661,0.799,58.886
15.51,8.0,0.0,0.388,0.385,0.221,0.219,1.212,59.765
15.51,8.0,1.0,0.831,0.829,0.669,0.666,1.212,59.765
15.52,6.0,0.0,0.302,0.299,0.219,0.217,0.799,58.883
15.52,6.0,1.0,0.743,0.741,0.663,0.661,0.799,58.883
15.52,8.0,0.0,0.388,0.385,0.221,0.219,1.212,59.763
15.52,8.0,1.0,0.831,0.829,0.669,0.666,1.212,59.763
15.53,6.0,0.0,0.301,0.299,0.219,0.217,0.799,58.881
15.53,6.0,1.0,0.743,0.741,0.663,0.661,0.799,58.881
15.53,8.0,0.0,0.388,0.385,0.221,0.219,1.212,59.761
15.53,8.0,1.0,0.831,0.829,0.669,0.666,1.212,59.761
15.54,6.0,0.0,0.301,0.299,0.219,0.217,0.798,58.878
15.54,6.0,1.0,0.743,0.741,0.663,0.661,0.798,58.878
15.54,8.0,0.0,0.388,0.385,0.221,0.219,1.212,59.758
15.54,8.0,1.0,0.831,0.828,0.669,0.666,1.212,59.758
15.55,6.0,0.0,0.301,0.299,0.219,0.217,0.798,58.876
15.55,6.0,1.0,0.743,0.74,0.663,0.661,0.798,58.876
15.55,8.0,0.0,0.388,0.385,0.221,0.219,1.211,59.756
15.55,8.0,1.0,0.831,0.828,0.669,0.666,1.211,59.756
15.56,6.0,0.0,0.301,0.299,0.219,0.217,0.798,58.873
15.56,6.0,1.0,0.743,0.74,0.663,0.661,0.798,58.873
15.56,8.0,0.0,0.388,0.385,0.221,0.219,1.211,59.754
15.56,8.0,1.0,0.831,0.828,0.669,0.666,1.211,59.754
15.57,6.0,0.0,0.301,0.299,0.219,0.217,0.798,58.87
15.57,6.0,1.0,0.743,0.74,0.663,0.661,0.798,58.87
15.57,8.0,0.0,0.387,0.385,0.221,0.219,1.211,59.752
15.57,8.0,1.0,0.831,0.828,0.669,0.666,1.211,59.752
15.58,6.0,0.0,0.301,0.299,0.219,0.217,0.798,58.868
15.58,6.0,1.0,0.743,0.74,0.663,0.661,0.798,58.868
15.58,8.0,0.0,0.387,0.385,0.221,0.219,1.211,59.75
15.58,8.0,1.0,0.831,0.828,0.669,0.666,1.211,59.75
15.59,6.0,0.0,0.301,0.299,0.219,0.217,0.798,58.865
15.59,6.0,1.0,0.743,0.74,0.663,0.661,0.798,58.865
15.59,8.0,0.0,0.387,0.385,0.221,0.219,1.211,59.748
15.59,8.0,1.0,0.831,0.828,0.669,0.666,1.211,59.748
15.6,6.0,0.0,0.301,0.299,0.219,0.217,0.798,58.863
15.6,6.0,1.0,0.743,0.74,0.663,0.661,0.798,58.863
15.6,8.0,0.0,0.387,0.385,0.221,0.219,1.211,59.745
15.6,8.0,1.0,0.831,0.828,0.669,0.666,1.211,59.745
15.61,6.0,0.0,0.301,0.299,0.219,0.217,0.798,58.86
15.61,6.0,1.0,0.743,0.74,0.663,0.661,0.798,58.86
15.61,8.0,0.0,0.387,0.385,0.221,0.219,1.21,59.743
15.61,8.0,1.0,0.831,0.828,0.669,0.666,1.21,59.743
15.62,6.0,0.0,0.301,0.299,0.219,0.217,0.798,58.857
15.62,6.0,1.0,0.743,0.74,0.663,0.661,0.798,58.857
15.62,8.0,0.0,0.387,0.385,0.221,0.219,1.21,59.741
15.62,8.0,1.0,0.831,0.828,0.669,0.666,1.21,59.741
15.63,6.0,0.0,0.301,0.299,0.219,0.217,0.797,58.855
15.63,6.0,1.0,0.743,0.74,0.663,0.661,0.797,58.855
15.63,8.0,0.0,0.387,0.385,0.221,0.219,1.21,59.739
15.63,8.0,1.0,0.831,0.828,0.669,0.666,1.21,59.739
15.64,6.0,0.0,0.301,0.299,0.219,0.217,0.797,58.852
15.64,6.0,1.0,0.743,0.74,0.663,0.661,0.797,58.852
15.64,8.0,0.0,0.387,0.385,0.221,0.219,1.21,59.737
15.64,8.0,1.0,0.831,0.828,0.669,0.666,1.21,59.737
15.65,6.0,0.0,0.301,0.299,0.219,0.217,0.797,58.85
15.65,6.0,1.0,0.743,0.74,0.663,0.661,0.797,58.85
15.65,8.0,0.0,0.387,0.385,0.221,0.219,1.21,59.735
15.65,8.0,1.0,0.831,0.828,0.669,0.666,1.21,59.735
15.66,6.0,0.0,0.301,0.299,0.219,0.217,0.797,58.847
15.66,6.0,1.0,0.743,0.74,0.663,0.661,0.797,58.847
15.66,8.0,0.0,0.387,0.385,0.221,0.219,1.21,59.733
15.66,8.0,1.0,0.831,0.828,0.669,0.666,1.21,59.733
15.67,6.0,0.0,0.301,0.299,0.219,0.217,0.797,58.845
15.67,6.0,1.0,0.743,0.74,0.663,0.661,0.797,58.845
15.67,8.0,0.0,0.387,0.385,0.221,0.219,1.21,59.73
15.67,8.0,1.0,0.831,0.828,0.669,0.666,1.21,59.73
15.68,6.0,0.0,0.301,0.299,0.219,0.217,0.797,58.842
15.68,6.0,1.0,0.743,0.74,0.663,0.661,0.797,58.842
15.68,8.0,0.0,0.387,0.385,0.221,0.219,1.209,59.728
15.68,8.0,1.0,0.831,0.828,0.669,0.666,1.209,59.728
15.69,6.0,0.0,0.301,0.299,0.219,0.217,0.797,58.84
15.69,6.0,1.0,0.743,0.74,0.663,0.661,0.797,58.84
15.69,8.0,0.0,0.387,0.385,0.221,0.219,1.209,59.726
15.69,8.0,1.0,0.83,0.828,0.669,0.666,1.209,59.726
15.7,6.0,0.0,0.301,0.299,0.219,0.217,0.797,58.837
15.7,6.0,1.0,0.743,0.74,0.663,0.661,0.797,58.837
15.7,8.0,0.0,0.387,0.385,0.221,0.219,1.209,59.724
15.7,8.0,1.0,0.83,0.828,0.669,0.666,1.209,59.724
15.71,6.0,0.0,0.301,0.299,0.219,0.217,0.797,58.834
15.71,6.0,1.0,0.743,0.74,0.663,0.661,0.797,58.834
15.71,8.0,0.0,0.387,0.385,0.221,0.219,1.209,59.722
15.71,8.0,1.0,0.83,0.828,0.669,0.666,1.209,59.722
15.72,6.0,0.0,0.301,0.299,0.219,0.217,0.796,58.832
15.72,6.0,1.0,0.743,0.74,0.663,0.661,0.796,58.832
15.72,8.0,0.0,0.387,0.385,0.221,0.219,1.209,59.72
15.72,8.0,1.0,0.83,0.828,0.669,0.666,1.209,59.72
15.73,6.0,0.0,0.301,0.299,0.219,0.217,0.796,58.829
15.73,6.0,1.0,0.743,0.74,0.663,0.661,0.796,58.829
15.73,8.0,0.0,0.387,0.385,0.221,0.219,1.209,59.718
15.73,8.0,1.0,0.83,0.828,0.669,0.666,1.209,59.718
15.74,6.0,0.0,0.301,0.299,0.219,0.217,0.796,58.827
15.74,6.0,1.0,0.743,0.74,0.663,0.661,0.796,58.827
15.74,8.0,0.0,0.387,0.385,0.221,0.219,1.209,59.715
15.74,8.0,1.0,0.83,0.828,0.669,0.666,1.209,59.715
15.75,6.0,0.0,0.301,0.299,0.219,0.217,0.796,58.824
15.75,6.0,1.0,0.743,0.74,0.663,0.661,0.796,58.824
15.75,8.0,0.0,0.387,0.385,0.221,0.219,1.208,59.713
15.75,8.0,1.0,0.83,0.828,0.669,0.666,1.208,59.713
15.76,6.0,0.0,0.301,0.299,0.219,0.217,0.796,58.822
15.76,6.0,1.0,0.743,0.74,0.663,0.661,0.796,58.822
15.76,8.0,0.0,0.387,0.385,0.221,0.218,1.208,59.711
15.76,8.0,1.0,0.83,0.828,0.669,0.666,1.208,59.711
15.77,6.0,0.0,0.301,0.299,0.219,0.217,0.796,58.819
15.77,6.0,1.0,0.742,0.74,0.663,0.661,0.796,58.819
15.77,8.0,0.0,0.387,0.384,0.221,0.218,1.208,59.709
15.77,8.0,1.0,0.83,0.828,0.669,0.666,1.208,59.709
15.78,6.0,0.0,0.301,0.299,0.219,0.217,0.796,58.817
15.78,6.0,1.0,0.742,0.74,0.663,0.661,0.796,58.817
15.78,8.0,0.0,0.387,0.384,0.221,0.218,1.208,59.707
15.78,8.0,1.0,0.83,0.828,0.669,0.666,1.208,59.707
15.79,6.0,0.0,0.301,0.299,0.219,0.217,0.796,58.814
15.79,6.0,1.0,0.742,0.74,0.663,0.661,0.796,58.814
15.79,8.0,0.0,0.387,0.384,0.221,0.218,1.208,59.705
15.79,8.0,1.0,0.83,0.828,0.669,0.666,1.208,59.705
15.8,6.0,0.0,0.301,0.299,0.219,0.217,0.795,58.811
15.8,6.0,1.0,0.742,0.74,0.663,0.661,0.795,58.811
15.8,8.0,0.0,0.387,0.384,0.221,0.218,1.208,59.703
15.8,8.0,1.0,0.83,0.828,0.669,0.666,1.208,59.703
15.81,6.0,0.0,0.301,0.299,0.219,0.217,0.795,58.809
15.81,6.0,1.0,0.742,0.74,0.663,0.661,0.795,58.809
15.81,8.0,0.0,0.387,0.384,0.221,0.218,1.207,59.701
