Mach Number,Alpha (deg),Protuberance (%),CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CN Total,CP Total
13.88,6.0,1.0,0.747,0.744,0.665,0.662,0.823,59.396
13.88,8.0,0.0,0.393,0.39,0.223,0.22,1.236,60.151
13.88,8.0,1.0,0.836,0.833,0.671,0.668,1.236,60.151
13.89,6.0,0.0,0.306,0.303,0.221,0.218,0.823,59.392
13.89,6.0,1.0,0.747,0.744,0.665,0.662,0.823,59.392
13.89,8.0,0.0,0.393,0.39,0.223,0.22,1.236,60.148
13.89,8.0,1.0,0.836,0.833,0.671,0.668,1.236,60.148
13.9,6.0,0.0,0.306,0.303,0.221,0.218,0.823,59.389
13.9,6.0,1.0,0.747,0.744,0.665,0.662,0.823,59.389
13.9,8.0,0.0,0.393,0.39,0.223,0.22,1.236,60.146
13.9,8.0,1.0,0.836,0.833,0.671,0.668,1.236,60.146
13.91,6.0,0.0,0.306,0.303,0.221,0.218,0.823,59.386
13.91,6.0,1.0,0.747,0.744,0.665,0.662,0.823,59.386
13.91,8.0,0.0,0.393,0.39,0.223,0.22,1.236,60.143
13.91,8.0,1.0,0.836,0.833,0.671,0.667,1.236,60.143
13.92,6.0,0.0,0.306,0.303,0.221,0.218,0.823,59.382
13.92,6.0,1.0,0.747,0.744,0.665,0.662,0.823,59.382
13.92,8.0,0.0,0.393,0.39,0.223,0.22,1.236,60.14
13.92,8.0,1.0,0.836,0.833,0.671,0.667,1.236,60.14
13.93,6.0,0.0,0.306,0.303,0.221,0.218,0.823,59.379
13.93,6.0,1.0,0.747,0.744,0.665,0.662,0.823,59.379
13.93,8.0,0.0,0.393,0.39,0.223,0.22,1.236,60.138
13.93,8.0,1.0,0.836,0.833,0.671,0.667,1.236,60.138
13.94,6.0,0.0,0.306,0.303,0.221,0.218,0.822,59.375
13.94,6.0,1.0,0.747,0.744,0.665,0.662,0.822,59.375
13.94,8.0,0.0,0.393,0.39,0.223,0.22,1.235,60.135
13.94,8.0,1.0,0.836,0.833,0.671,0.667,1.235,60.135
13.95,6.0,0.0,0.306,0.303,0.221,0.218,0.822,59.372
13.95,6.0,1.0,0.747,0.744,0.665,0.662,0.822,59.372
13.95,8.0,0.0,0.393,0.39,0.223,0.22,1.235,60.133
13.95,8.0,1.0,0.836,0.833,0.67,0.667,1.235,60.133
13.96,6.0,0.0,0.306,0.303,0.221,0.218,0.822,59.369
13.96,6.0,1.0,0.747,0.744,0.665,0.662,0.822,59.369
13.96,8.0,0.0,0.392,0.389,0.223,0.22,1.235,60.13
13.96,8.0,1.0,0.836,0.833,0.67,0.667,1.235,60.13
13.97,6.0,0.0,0.306,0.303,0.221,0.218,0.822,59.365
13.97,6.0,1.0,0.747,0.744,0.665,0.662,0.822,59.365
13.97,8.0,0.0,0.392,0.389,0.223,0.22,1.235,60.128
13.97,8.0,1.0,0.836,0.833,0.67,0.667,1.235,60.128
13.98,6.0,0.0,0.306,0.303,0.221,0.218,0.822,59.362
13.98,6.0,1.0,0.747,0.744,0.665,0.662,0.822,59.362
13.98,8.0,0.0,0.392,0.389,0.223,0.22,1.235,60.125
13.98,8.0,1.0,0.836,0.833,0.67,0.667,1.235,60.125
13.99,6.0,0.0,0.305,0.303,0.221,0.218,0.822,59.358
13.99,6.0,1.0,0.747,0.744,0.665,0.662,0.822,59.358
13.99,8.0,0.0,0.392,0.389,0.223,0.22,1.235,60.123
13.99,8.0,1.0,0.836,0.833,0.67,0.667,1.235,60.123
14.0,6.0,0.0,0.305,0.302,0.221,0.218,0.821,59.355
14.0,6.0,1.0,0.747,0.744,0.665,0.662,0.821,59.355
14.0,8.0,0.0,0.392,0.389,0.223,0.22,1.234,60.12
14.0,8.0,1.0,0.836,0.833,0.67,0.667,1.234,60.12
14.01,6.0,0.0,0.305,0.302,0.221,0.218,0.821,59.352
14.01,6.0,1.0,0.747,0.744,0.665,0.662,0.821,59.352
14.01,8.0,0.0,0.392,0.389,0.223,0.22,1.234,60.118
14.01,8.0,1.0,0.836,0.833,0.67,0.667,1.234,60.118
14.02,6.0,0.0,0.305,0.302,0.221,0.218,0.821,59.348
14.02,6.0,1.0,0.747,0.744,0.665,0.662,0.821,59.348
14.02,8.0,0.0,0.392,0.389,0.223,0.22,1.234,60.115
14.02,8.0,1.0,0.836,0.833,0.67,0.667,1.234,60.115
14.03,6.0,0.0,0.305,0.302,0.221,0.218,0.821,59.345
14.03,6.0,1.0,0.747,0.744,0.665,0.662,0.821,59.345
14.03,8.0,0.0,0.392,0.389,0.223,0.22,1.234,60.112
14.03,8.0,1.0,0.836,0.833,0.67,0.667,1.234,60.112
14.04,6.0,0.0,0.305,0.302,0.221,0.218,0.821,59.342
14.04,6.0,1.0,0.747,0.744,0.665,0.662,0.821,59.342
14.04,8.0,0.0,0.392,0.389,0.223,0.22,1.234,60.11
14.04,8.0,1.0,0.836,0.833,0.67,0.667,1.234,60.11
14.05,6.0,0.0,0.305,0.302,0.221,0.218,0.821,59.338
14.05,6.0,1.0,0.747,0.744,0.665,0.662,0.821,59.338
14.05,8.0,0.0,0.392,0.389,0.223,0.22,1.234,60.107
14.05,8.0,1.0,0.836,0.833,0.67,0.667,1.234,60.107
14.06,6.0,0.0,0.305,0.302,0.221,0.218,0.82,59.335
14.06,6.0,1.0,0.747,0.744,0.665,0.662,0.82,59.335
14.06,8.0,0.0,0.392,0.389,0.223,0.22,1.234,60.105
14.06,8.0,1.0,0.836,0.833,0.67,0.667,1.234,60.105
14.07,6.0,0.0,0.305,0.302,0.221,0.218,0.82,59.332
14.07,6.0,1.0,0.747,0.744,0.665,0.662,0.82,59.332
14.07,8.0,0.0,0.392,0.389,0.223,0.22,1.233,60.102
14.07,8.0,1.0,0.835,0.833,0.67,0.667,1.233,60.102
14.08,6.0,0.0,0.305,0.302,0.221,0.218,0.82,59.328
14.08,6.0,1.0,0.747,0.744,0.665,0.662,0.82,59.328
14.08,8.0,0.0,0.392,0.389,0.223,0.22,1.233,60.1
14.08,8.0,1.0,0.835,0.833,0.67,0.667,1.233,60.1
14.09,6.0,0.0,0.305,0.302,0.221,0.218,0.82,59.325
14.09,6.0,1.0,0.747,0.744,0.665,0.662,0.82,59.325
14.09,8.0,0.0,0.392,0.389,0.223,0.22,1.233,60.097
14.09,8.0,1.0,0.835,0.832,0.67,0.667,1.233,60.097
14.1,6.0,0.0,0.305,0.302,0.221,0.218,0.82,59.321
14.1,6.0,1.0,0.747,0.744,0.665,0.662,0.82,59.321
14.1,8.0,0.0,0.392,0.389,0.223,0.22,1.233,60.095
14.1,8.0,1.0,0.835,0.832,0.67,0.667,1.233,60.095
14.11,6.0,0.0,0.305,0.302,0.221,0.218,0.82,59.318
14.11,6.0,1.0,0.747,0.744,0.665,0.662,0.82,59.318
14.11,8.0,0.0,0.392,0.389,0.223,0.22,1.233,60.092
14.11,8.0,1.0,0.835,0.832,0.67,0.667,1.233,60.092
14.12,6.0,0.0,0.305,0.302,0.221,0.218,0.82,59.315
14.12,6.0,1.0,0.747,0.744,0.665,0.662,0.82,59.315
14.12,8.0,0.0,0.392,0.389,0.223,0.22,1.233,60.09
14.12,8.0,1.0,0.835,0.832,0.67,0.667,1.233,60.09
14.13,6.0,0.0,0.305,0.302,0.221,0.218,0.819,59.311
14.13,6.0,1.0,0.747,0.744,0.665,0.662,0.819,59.311
14.13,8.0,0.0,0.392,0.389,0.223,0.22,1.233,60.087
14.13,8.0,1.0,0.835,0.832,0.67,0.667,1.233,60.087
14.14,6.0,0.0,0.305,0.302,0.221,0.218,0.819,59.308
14.14,6.0,1.0,0.747,0.744,0.665,0.662,0.819,59.308
14.14,8.0,0.0,0.392,0.389,0.223,0.22,1.232,60.085
14.14,8.0,1.0,0.835,0.832,0.67,0.667,1.232,60.085
14.15,6.0,0.0,0.305,0.302,0.221,0.218,0.819,59.305
14.15,6.0,1.0,0.747,0.744,0.665,0.662,0.819,59.305
14.15,8.0,0.0,0.392,0.389,0.223,0.22,1.232,60.082
14.15,8.0,1.0,0.835,0.832,0.67,0.667,1.232,60.082
14.16,6.0,0.0,0.305,0.302,0.221,0.218,0.819,59.301
14.16,6.0,1.0,0.746,0.744,0.665,0.662,0.819,59.301
14.16,8.0,0.0,0.392,0.389,0.223,0.22,1.232,60.08
14.16,8.0,1.0,0.835,0.832,0.67,0.667,1.232,60.08
14.17,6.0,0.0,0.305,0.302,0.221,0.218,0.819,59.298
14.17,6.0,1.0,0.746,0.744,0.665,0.662,0.819,59.298
14.17,8.0,0.0,0.392,0.389,0.223,0.22,1.232,60.077
14.17,8.0,1.0,0.835,0.832,0.67,0.667,1.232,60.077
14.18,6.0,0.0,0.305,0.302,0.221,0.218,0.819,59.295
14.18,6.0,1.0,0.746,0.744,0.665,0.662,0.819,59.295
14.18,8.0,0.0,0.392,0.389,0.223,0.22,1.232,60.075
14.18,8.0,1.0,0.835,0.832,0.67,0.667,1.232,60.075
14.19,6.0,0.0,0.305,0.302,0.221,0.218,0.818,59.291
14.19,6.0,1.0,0.746,0.744,0.664,0.662,0.818,59.291
14.19,8.0,0.0,0.392,0.389,0.222,0.22,1.232,60.072
14.19,8.0,1.0,0.835,0.832,0.67,0.667,1.232,60.072
14.2,6.0,0.0,0.305,0.302,0.221,0.218,0.818,59.288
14.2,6.0,1.0,0.746,0.743,0.664,0.662,0.818,59.288
14.2,8.0,0.0,0.392,0.389,0.222,0.22,1.232,60.07
14.2,8.0,1.0,0.835,0.832,0.67,0.667,1.232,60.07
14.21,6.0,0.0,0.305,0.302,0.221,0.218,0.818,59.285
14.21,6.0,1.0,0.746,0.743,0.664,0.662,0.818,59.285
14.21,8.0,0.0,0.392,0.389,0.222,0.22,1.231,60.067
14.21,8.0,1.0,0.835,0.832,0.67,0.667,1.231,60.067
14.22,6.0,0.0,0.305,0.302,0.221,0.218,0.818,59.282
14.22,6.0,1.0,0.746,0.743,0.664,0.662,0.818,59.282
14.22,8.0,0.0,0.392,0.389,0.222,0.22,1.231,60.065
14.22,8.0,1.0,0.835,0.832,0.67,0.667,1.231,60.065
14.23,6.0,0.0,0.305,0.302,0.221,0.218,0.818,59.278
14.23,6.0,1.0,0.746,0.743,0.664,0.662,0.818,59.278
14.23,8.0,0.0,0.392,0.389,0.222,0.22,1.231,60.062
14.23,8.0,1.0,0.835,0.832,0.67,0.667,1.231,60.062
14.24,6.0,0.0,0.305,0.302,0.221,0.218,0.818,59.275
14.24,6.0,1.0,0.746,0.743,0.664,0.662,0.818,59.275
14.24,8.0,0.0,0.392,0.389,0.222,0.22,1.231,60.06
14.24,8.0,1.0,0.835,0.832,0.67,0.667,1.231,60.06
14.25,6.0,0.0,0.305,0.302,0.221,0.218,0.817,59.272
14.25,6.0,1.0,0.746,0.743,0.664,0.662,0.817,59.272
14.25,8.0,0.0,0.392,0.389,0.222,0.22,1.231,60.057
14.25,8.0,1.0,0.835,0.832,0.67,0.667,1.231,60.057
14.26,6.0,0.0,0.305,0.302,0.221,0.218,0.817,59.268
14.26,6.0,1.0,0.746,0.743,0.664,0.662,0.817,59.268
14.26,8.0,0.0,0.392,0.389,0.222,0.219,1.231,60.055
14.26,8.0,1.0,0.835,0.832,0.67,0.667,1.231,60.055
14.27,6.0,0.0,0.305,0.302,0.221,0.218,0.817,59.265
14.27,6.0,1.0,0.746,0.743,0.664,0.662,0.817,59.265
14.27,8.0,0.0,0.391,0.389,0.222,0.219,1.231,60.052
14.27,8.0,1.0,0.835,0.832,0.67,0.667,1.231,60.052
14.28,6.0,0.0,0.305,0.302,0.22,0.218,0.817,59.262
14.28,6.0,1.0,0.746,0.743,0.664,0.662,0.817,59.262
14.28,8.0,0.0,0.391,0.389,0.222,0.219,1.23,60.05
14.28,8.0,1.0,0.835,0.832,0.67,0.667,1.23,60.05
14.29,6.0,0.0,0.305,0.302,0.22,0.218,0.817,59.258
14.29,6.0,1.0,0.746,0.743,0.664,0.662,0.817,59.258
14.29,8.0,0.0,0.391,0.389,0.222,0.219,1.23,60.048
14.29,8.0,1.0,0.835,0.832,0.67,0.667,1.23,60.048
14.3,6.0,0.0,0.305,0.302,0.22,0.218,0.817,59.255
14.3,6.0,1.0,0.746,0.743,0.664,0.661,0.817,59.255
14.3,8.0,0.0,0.391,0.389,0.222,0.219,1.23,60.045
14.3,8.0,1.0,0.835,0.832,0.67,0.667,1.23,60.045
14.31,6.0,0.0,0.305,0.302,0.22,0.218,0.816,59.252
14.31,6.0,1.0,0.746,0.743,0.664,0.661,0.816,59.252
14.31,8.0,0.0,0.391,0.389,0.222,0.219,1.23,60.043
14.31,8.0,1.0,0.835,0.832,0.67,0.667,1.23,60.043
14.32,6.0,0.0,0.305,0.302,0.22,0.218,0.816,59.248
14.32,6.0,1.0,0.746,0.743,0.664,0.661,0.816,59.248
14.32,8.0,0.0,0.391,0.388,0.222,0.219,1.23,60.04
14.32,8.0,1.0,0.835,0.832,0.67,0.667,1.23,60.04
14.33,6.0,0.0,0.305,0.302,0.22,0.218,0.816,59.245
14.33,6.0,1.0,0.746,0.743,0.664,0.661,0.816,59.245
14.33,8.0,0.0,0.391,0.388,0.222,0.219,1.23,60.038
14.33,8.0,1.0,0.835,0.832,0.67,0.667,1.23,60.038
14.34,6.0,0.0,0.305,0.302,0.22,0.218,0.816,59.242
14.34,6.0,1.0,0.746,0.743,0.664,0.661,0.816,59.242
14.34,8.0,0.0,0.391,0.388,0.222,0.219,1.23,60.035
14.34,8.0,1.0,0.835,0.832,0.67,0.667,1.23,60.035
14.35,6.0,0.0,0.304,0.302,0.22,0.218,0.816,59.239
14.35,6.0,1.0,0.746,0.743,0.664,0.661,0.816,59.239
14.35,8.0,0.0,0.391,0.388,0.222,0.219,1.229,60.033
14.35,8.0,1.0,0.835,0.832,0.67,0.667,1.229,60.033
14.36,6.0,0.0,0.304,0.302,0.22,0.218,0.816,59.235
14.36,6.0,1.0,0.746,0.743,0.664,0.661,0.816,59.235
14.36,8.0,0.0,0.391,0.388,0.222,0.219,1.229,60.03
14.36,8.0,1.0,0.835,0.832,0.67,0.667,1.229,60.03
14.37,6.0,0.0,0.304,0.302,0.22,0.218,0.816,59.232
14.37,6.0,1.0,0.746,0.743,0.664,0.661,0.816,59.232
14.37,8.0,0.0,0.391,0.388,0.222,0.219,1.229,60.028
14.37,8.0,1.0,0.835,0.832,0.67,0.667,1.229,60.028
14.38,6.0,0.0,0.304,0.302,0.22,0.218,0.815,59.229
14.38,6.0,1.0,0.746,0.743,0.664,0.661,0.815,59.229
14.38,8.0,0.0,0.391,0.388,0.222,0.219,1.229,60.026
14.38,8.0,1.0,0.835,0.832,0.67,0.667,1.229,60.026
14.39,6.0,0.0,0.304,0.302,0.22,0.218,0.815,59.225
14.39,6.0,1.0,0.746,0.743,0.664,0.661,0.815,59.225
14.39,8.0,0.0,0.391,0.388,0.222,0.219,1.229,60.023
14.39,8.0,1.0,0.834,0.832,0.67,0.667,1.229,60.023
14.4,6.0,0.0,0.304,0.302,0.22,0.218,0.815,59.222
14.4,6.0,1.0,0.746,0.743,0.664,0.661,0.815,59.222
14.4,8.0,0.0,0.391,0.388,0.222,0.219,1.229,60.021
14.4,8.0,1.0,0.834,0.832,0.67,0.667,1.229,60.021
14.41,6.0,0.0,0.304,0.302,0.22,0.218,0.815,59.219
14.41,6.0,1.0,0.746,0.743,0.664,0.661,0.815,59.219
14.41,8.0,0.0,0.391,0.388,0.222,0.219,1.228,60.018
14.41,8.0,1.0,0.834,0.832,0.67,0.667,1.228,60.018
14.42,6.0,0.0,0.304,0.301,0.22,0.218,0.815,59.216
14.42,6.0,1.0,0.746,0.743,0.664,0.661,0.815,59.216
14.42,8.0,0.0,0.391,0.388,0.222,0.219,1.228,60.016
14.42,8.0,1.0,0.834,0.832,0.67,0.667,1.228,60.016
14.43,6.0,0.0,0.304,0.301,0.22,0.217,0.815,59.212
14.43,6.0,1.0,0.746,0.743,0.664,0.661,0.815,59.212
14.43,8.0,0.0,0.391,0.388,0.222,0.219,1.228,60.013
14.43,8.0,1.0,0.834,0.832,0.67,0.667,1.228,60.013
14.44,6.0,0.0,0.304,0.301,0.22,0.217,0.814,59.209
14.44,6.0,1.0,0.746,0.743,0.664,0.661,0.814,59.209
14.44,8.0,0.0,0.391,0.388,0.222,0.219,1.228,60.011
14.44,8.0,1.0,0.834,0.832,0.67,0.667,1.228,60.011
14.45,6.0,0.0,0.304,0.301,0.22,0.217,0.814,59.206
14.45,6.0,1.0,0.746,0.743,0.664,0.661,0.814,59.206
14.45,8.0,0.0,0.391,0.388,0.222,0.219,1.228,60.008
14.45,8.0,1.0,0.834,0.831,0.67,0.667,1.228,60.008
14.46,6.0,0.0,0.304,0.301,0.22,0.217,0.814,59.202
14.46,6.0,1.0,0.746,0.743,0.664,0.661,0.814,59.202
14.46,8.0,0.0,0.391,0.388,0.222,0.219,1.228,60.006
14.46,8.0,1.0,0.834,0.831,0.67,0.667,1.228,60.006
14.47,6.0,0.0,0.304,0.301,0.22,0.217,0.814,59.199
14.47,6.0,1.0,0.746,0.743,0.664,0.661,0.814,59.199
14.47,8.0,0.0,0.391,0.388,0.222,0.219,1.228,60.004
14.47,8.0,1.0,0.834,0.831,0.67,0.667,1.228,60.004
14.48,6.0,0.0,0.304,0.301,0.22,0.217,0.814,59.196
14.48,6.0,1.0,0.746,0.743,0.664,0.661,0.814,59.196
14.48,8.0,0.0,0.391,0.388,0.222,0.219,1.227,60.001
14.48,8.0,1.0,0.834,0.831,0.67,0.667,1.227,60.001
14.49,6.0,0.0,0.304,0.301,0.22,0.217,0.814,59.193
14.49,6.0,1.0,0.746,0.743,0.664,0.661,0.814,59.193
14.49,8.0,0.0,0.391,0.388,0.222,0.219,1.227,59.999
14.49,8.0,1.0,0.834,0.831,0.67,0.667,1.227,59.999
14.5,6.0,0.0,0.304,0.301,0.22,0.217,0.813,59.189
14.5,6.0,1.0,0.746,0.743,0.664,0.661,0.813,59.189
14.5,8.0,0.0,0.391,0.388,0.222,0.219,1.227,59.996
14.5,8.0,1.0,0.834,0.831,0.67,0.667,1.227,59.996
14.51,6.0,0.0,0.304,0.301,0.22,0.217,0.813,59.186
14.51,6.0,1.0,0.746,0.743,0.664,0.661,0.813,59.186
14.51,8.0,0.0,0.391,0.388,0.222,0.219,1.227,59.994
14.51,8.0,1.0,0.834,0.831,0.67,0.667,1.227,59.994
14.52,6.0,0.0,0.304,0.301,0.22,0.217,0.813,59.183
14.52,6.0,1.0,0.745,0.743,0.664,0.661,0.813,59.183
14.52,8.0,0.0,0.391,0.388,0.222,0.219,1.227,59.992
14.52,8.0,1.0,0.834,0.831,0.67,0.667,1.227,59.992
14.53,6.0,0.0,0.304,0.301,0.22,0.217,0.813,59.18
14.53,6.0,1.0,0.745,0.743,0.664,0.661,0.813,59.18
14.53,8.0,0.0,0.391,0.388,0.222,0.219,1.227,59.989
14.53,8.0,1.0,0.834,0.831,0.67,0.667,1.227,59.989
14.54,6.0,0.0,0.304,0.301,0.22,0.217,0.813,59.176
14.54,6.0,1.0,0.745,0.743,0.664,0.661,0.813,59.176
14.54,8.0,0.0,0.391,0.388,0.222,0.219,1.227,59.987
14.54,8.0,1.0,0.834,0.831,0.67,0.667,1.227,59.987
14.55,6.0,0.0,0.304,0.301,0.22,0.217,0.813,59.173
14.55,6.0,1.0,0.745,0.743,0.664,0.661,0.813,59.173
14.55,8.0,0.0,0.391,0.388,0.222,0.219,1.226,59.984
14.55,8.0,1.0,0.834,0.831,0.67,0.667,1.226,59.984
14.56,6.0,0.0,0.304,0.301,0.22,0.217,0.812,59.17
14.56,6.0,1.0,0.745,0.743,0.664,0.661,0.812,59.17
14.56,8.0,0.0,0.391,0.388,0.222,0.219,1.226,59.982
14.56,8.0,1.0,0.834,0.831,0.67,0.667,1.226,59.982
14.57,6.0,0.0,0.304,0.301,0.22,0.217,0.812,59.167
14.57,6.0,1.0,0.745,0.743,0.664,0.661,0.812,59.167
14.57,8.0,0.0,0.391,0.388,0.222,0.219,1.226,59.98
14.57,8.0,1.0,0.834,0.831,0.67,0.667,1.226,59.98
14.58,6.0,0.0,0.304,0.301,0.22,0.217,0.812,59.163
14.58,6.0,1.0,0.745,0.743,0.664,0.661,0.812,59.163
14.58,8.0,0.0,0.391,0.388,0.222,0.219,1.226,59.977
14.58,8.0,1.0,0.834,0.831,0.67,0.667,1.226,59.977
14.59,6.0,0.0,0.304,0.301,0.22,0.217,0.812,59.16
14.59,6.0,1.0,0.745,0.743,0.664,0.661,0.812,59.16
14.59,8.0,0.0,0.39,0.388,0.222,0.219,1.226,59.975
14.59,8.0,1.0,0.834,0.831,0.67,0.667,1.226,59.975
14.6,6.0,0.0,0.304,0.301,0.22,0.217,0.812,59.157
14.6,6.0,1.0,0.745,0.743,0.664,0.661,0.812,59.157
14.6,8.0,0.0,0.39,0.388,0.222,0.219,1.226,59.972
14.6,8.0,1.0,0.834,0.831,0.67,0.667,1.226,59.972
14.61,6.0,0.0,0.304,0.301,0.22,0.217,0.812,59.154
14.61,6.0,1.0,0.745,0.742,0.664,0.661,0.812,59.154
14.61,8.0,0.0,0.39,0.388,0.222,0.219,1.226,59.97
14.61,8.0,1.0,0.834,0.831,0.67,0.667,1.226,59.97
14.62,6.0,0.0,0.304,0.301,0.22,0.217,0.812,59.15
14.62,6.0,1.0,0.745,0.742,0.664,0.661,0.812,59.15
14.62,8.0,0.0,0.39,0.388,0.222,0.219,1.225,59.968
14.62,8.0,1.0,0.834,0.831,0.67,0.667,1.225,59.968
14.63,6.0,0.0,0.304,0.301,0.22,0.217,0.811,59.147
14.63,6.0,1.0,0.745,0.742,0.664,0.661,0.811,59.147
14.63,8.0,0.0,0.39,0.388,0.222,0.219,1.225,59.965
14.63,8.0,1.0,0.834,0.831,0.67,0.667,1.225,59.965
14.64,6.0,0.0,0.304,0.301,0.22,0.217,0.811,59.144
14.64,6.0,1.0,0.745,0.742,0.664,0.661,0.811,59.144
14.64,8.0,0.0,0.39,0.388,0.222,0.219,1.225,59.963
14.64,8.0,1.0,0.834,0.831,0.67,0.667,1.225,59.963
14.65,6.0,0.0,0.304,0.301,0.22,0.217,0.811,59.141
14.65,6.0,1.0,0.745,0.742,0.664,0.661,0.811,59.141
14.65,8.0,0.0,0.39,0.388,0.222,0.219,1.225,59.961
14.65,8.0,1.0,0.834,0.831,0.67,0.667,1.225,59.961
14.66,6.0,0.0,0.304,0.301,0.22,0.217,0.811,59.137
14.66,6.0,1.0,0.745,0.742,0.664,0.661,0.811,59.137
14.66,8.0,0.0,0.39,0.388,0.222,0.219,1.225,59.958
14.66,8.0,1.0,0.834,0.831,0.67,0.667,1.225,59.958
14.67,6.0,0.0,0.304,0.301,0.22,0.217,0.811,59.134
14.67,6.0,1.0,0.745,0.742,0.664,0.661,0.811,59.134
14.67,8.0,0.0,0.39,0.387,0.222,0.219,1.225,59.956
14.67,8.0,1.0,0.834,0.831,0.67,0.667,1.225,59.956
14.68,6.0,0.0,0.304,0.301,0.22,0.217,0.811,59.131
14.68,6.0,1.0,0.745,0.742,0.664,0.661,0.811,59.131
14.68,8.0,0.0,0.39,0.387,0.222,0.219,1.224,59.953
14.68,8.0,1.0,0.834,0.831,0.67,0.667,1.224,59.953
14.69,6.0,0.0,0.304,0.301,0.22,0.217,0.81,59.128
14.69,6.0,1.0,0.745,0.742,0.664,0.661,0.81,59.128
14.69,8.0,0.0,0.39,0.387,0.222,0.219,1.224,59.951
14.69,8.0,1.0,0.834,0.831,0.67,0.667,1.224,59.951
14.7,6.0,0.0,0.304,0.301,0.22,0.217,0.81,59.125
14.7,6.0,1.0,0.745,0.742,0.664,0.661,0.81,59.125
14.7,8.0,0.0,0.39,0.387,0.222,0.219,1.224,59.949
14.7,8.0,1.0,0.834,0.831,0.67,0.667,1.224,59.949
14.71,6.0,0.0,0.303,0.301,0.22,0.217,0.81,59.121
14.71,6.0,1.0,0.745,0.742,0.664,0.661,0.81,59.121
14.71,8.0,0.0,0.39,0.387,0.222,0.219,1.224,59.946
14.71,8.0,1.0,0.833,0.831,0.67,0.667,1.224,59.946
14.72,6.0,0.0,0.303,0.301,0.22,0.217,0.81,59.118
14.72,6.0,1.0,0.745,0.742,0.664,0.661,0.81,59.118
14.72,8.0,0.0,0.39,0.387,0.222,0.219,1.224,59.944
14.72,8.0,1.0,0.833,0.831,0.67,0.667,1.224,59.944
14.73,6.0,0.0,0.303,0.301,0.22,0.217,0.81,59.115
14.73,6.0,1.0,0.745,0.742,0.664,0.661,0.81,59.115
14.73,8.0,0.0,0.39,0.387,0.222,0.219,1.224,59.942
14.73,8.0,1.0,0.833,0.831,0.67,0.667,1.224,59.942
14.74,6.0,0.0,0.303,0.301,0.22,0.217,0.81,59.112
14.74,6.0,1.0,0.745,0.742,0.664,0.661,0.81,59.112
14.74,8.0,0.0,0.39,0.387,0.222,0.219,1.224,59.939
14.74,8.0,1.0,0.833,0.831,0.67,0.667,1.224,59.939
14.75,6.0,0.0,0.303,0.301,0.22,0.217,0.809,59.108
14.75,6.0,1.0,0.745,0.742,0.664,0.661,0.809,59.108
14.75,8.0,0.0,0.39,0.387,0.222,0.219,1.223,59.937
14.75,8.0,1.0,0.833,0.831,0.67,0.667,1.223,59.937
14.76,6.0,0.0,0.303,0.301,0.22,0.217,0.809,59.105
14.76,6.0,1.0,0.745,0.742,0.664,0.661,0.809,59.105
14.76,8.0,0.0,0.39,0.387,0.222,0.219,1.223,59.935
14.76,8.0,1.0,0.833,0.831,0.67,0.667,1.223,59.935
14.77,6.0,0.0,0.303,0.301,0.22,0.217,0.809,59.102
14.77,6.0,1.0,0.745,0.742,0.664,0.661,0.809,59.102
14.77,8.0,0.0,0.39,0.387,0.222,0.219,1.223,59.932
14.77,8.0,1.0,0.833,0.831,0.67,0.667,1.223,59.932
14.78,6.0,0.0,0.303,0.301,0.22,0.217,0.809,59.099
14.78,6.0,1.0,0.745,0.742,0.664,0.661,0.809,59.099
14.78,8.0,0.0,0.39,0.387,0.222,0.219,1.223,59.93
14.78,8.0,1.0,0.833,0.831,0.67,0.667,1.223,59.93
14.79,6.0,0.0,0.303,0.301,0.22,0.217,0.809,59.096
14.79,6.0,1.0,0.745,0.742,0.664,0.661,0.809,59.096
14.79,8.0,0.0,0.39,0.387,0.222,0.219,1.223,59.928
14.79,8.0,1.0,0.833,0.831,0.67,0.667,1.223,59.928
14.8,6.0,0.0,0.303,0.301,0.22,0.217,0.809,59.092
14.8,6.0,1.0,0.745,0.742,0.664,0.661,0.809,59.092
14.8,8.0,0.0,0.39,0.387,0.222,0.219,1.223,59.925
14.8,8.0,1.0,0.833,0.831,0.67,0.667,1.223,59.925
14.81,6.0,0.0,0.303,0.301,0.22,0.217,0.808,59.089
14.81,6.0,1.0,0.745,0.742,0.664,0.661,0.808,59.089
14.81,8.0,0.0,0.39,0.387,0.222,0.219,1.223,59.923
14.81,8.0,1.0,0.833,0.83,0.67,0.667,1.223,59.923
14.82,6.0,0.0,0.303,0.301,0.22,0.217,0.808,59.086
14.82,6.0,1.0,0.745,0.742,0.664,0.661,0.808,59.086
14.82,8.0,0.0,0.39,0.387,0.222,0.219,1.222,59.921
14.82,8.0,1.0,0.833,0.83,0.67,0.667,1.222,59.921
14.83,6.0,0.0,0.303,0.3,0.22,0.217,0.808,59.083
14.83,6.0,1.0,0.745,0.742,0.664,0.661,0.808,59.083
14.83,8.0,0.0,0.39,0.387,0.222,0.219,1.222,59.918
14.83,8.0,1.0,0.833,0.83,0.67,0.667,1.222,59.918
14.84,6.0,0.0,0.303,0.3,0.22,0.217,0.808,59.08
14.84,6.0,1.0,0.745,0.742,0.664,0.661,0.808,59.08
14.84,8.0,0.0,0.39,0.387,0.222,0.219,1.222,59.916
14.84,8.0,1.0,0.833,0.83,0.67,0.667,1.222,59.916
